,TRAIN_MSE,DEV_MSE,TEST1_MSE,TEST2_MSE,TRAIN_MAE,DEV_MAE,TEST1_MAE,TEST2_MAE
0,0.16656337756065182,0.20497231476605604,0.21061829996429035,0.22259555108861906,0.3264191414893873,0.36227112513367227,0.3676565634142899,0.3771585872904033
1,0.10325609990601038,0.1401589758726841,0.1438904890144698,0.16491614354003462,0.2557256063337561,0.2949826295047798,0.2992848750115508,0.3168445002099278
2,0.09079477914461087,0.12811015137356666,0.12402189804643593,0.14130493285138598,0.2321736824603156,0.280925873059021,0.2746542132871529,0.2952040460680422
3,0.0912338269452254,0.12886026183670798,0.12356253764693367,0.14306101468638818,0.23200920327904506,0.2831460839501964,0.27481574756667115,0.2990069624444249
4,0.08110190429343474,0.08916990230997537,0.09148922442669837,0.09842713041860253,0.2258484028780487,0.2300113989684139,0.23630206250131,0.24151237085841645
5,0.07872589361134258,0.08917727877473004,0.09068455179159006,0.09883231070537696,0.22134113819887166,0.23125407276990964,0.2356647564863465,0.2442890492419001
6,0.08405115824431114,0.08592807397424708,0.0891659813207268,0.0928236707255611,0.2318618177159521,0.22517526999829326,0.23324553271588064,0.2335458706267995
7,0.0781120773810535,0.09861824657192966,0.09691515987084748,0.1098088009002758,0.21647751591962988,0.2445903376850239,0.2426046527504121,0.2599581697003153
8,0.07639235427455614,0.09295452967699476,0.09206165130586433,0.10203155416796936,0.21336471614768307,0.2356730792877125,0.2353998755101923,0.2488443981705096
9,0.07538976316057329,0.0915773653322685,0.09023775480470934,0.09943149185073988,0.21133024345628368,0.2331147921253371,0.23219231031031684,0.2447702387766017
10,0.07535296306380758,0.09214021331965257,0.0905138002855399,0.09955454593403494,0.20970300678918827,0.2330563010761401,0.2315029699071675,0.2442726514376783
11,0.07408824438263373,0.08992135856125577,0.08848647910556537,0.09746866961613596,0.2090451160941348,0.2308185583494387,0.2295807168238381,0.2424936211962561
12,0.0738152293852245,0.09201573489613048,0.08989447489814202,0.10003957676380806,0.2079465686448201,0.23391026455043945,0.2312062386084989,0.2462353323316681
13,0.073069600858411,0.08397233105729224,0.0836479142758937,0.08978225433586427,0.20801660685357887,0.2202814918747151,0.2216941810032932,0.22995662190290106
14,0.07203287004004387,0.09039620921769133,0.0881099133896881,0.09805423715570627,0.20475526396566854,0.2316048472249001,0.2284720342479296,0.24362342277682605
15,0.0697519605824478,0.0838545442093872,0.08311089214809256,0.09214484625974756,0.2047562951486916,0.22348322555802813,0.2234133825707489,0.2367413143188895
16,0.06854730803474482,0.07824220147380559,0.07829682057135857,0.08388051158083099,0.201795103593694,0.21148441772106244,0.21370115132566533,0.22132829201861515
17,0.0647755418682525,0.0782500258436639,0.07728249277177808,0.0850612377436369,0.19429474878417832,0.21299989049866694,0.2122691688129566,0.22490743495847287
18,0.0622601360005287,0.07300531097739868,0.07289025468794291,0.07956530860773135,0.18981270813381912,0.2032417007899391,0.2044071212494933,0.21502766957139008
19,0.05947694245567525,0.07383625167373242,0.07235570624390704,0.08120551858052312,0.1827577271968193,0.2057754162151275,0.2032716806529619,0.2187181881442166
20,0.0567501594178562,0.07231599974766441,0.0699407541120479,0.07965961320661592,0.17562125484762042,0.20263503745258246,0.19797633701656225,0.2155185484939507
21,0.05630782666042348,0.07384035339363136,0.0715770430556213,0.08357285166520134,0.17577456292596705,0.2075212354418682,0.2025615391837937,0.2229993975535869
22,0.05338644358759092,0.05821178211016535,0.05890387720269645,0.06459392503450648,0.17096396122216112,0.17214061654894144,0.17610879082087702,0.18457199599252186
23,0.051339679502234094,0.06287533647634537,0.061671242691859834,0.07202024487627699,0.16494362663782686,0.18462110807945,0.18257477870083494,0.20081067604986613
24,0.05191051912752774,0.06524028951081738,0.06428377801059877,0.07649961035536973,0.16598129120609104,0.19156186373168446,0.1888786835865153,0.2099408979709249
25,0.04881067023092935,0.05814560624636435,0.05747359738967296,0.06659292922363985,0.1591793464860927,0.17529244474283268,0.17447047838295332,0.1909051875390729
26,0.04820125121499935,0.0548725706354144,0.05479303218634336,0.06323985019412884,0.15956479794107029,0.1677754443832892,0.16934525378785145,0.18366795952528114
27,0.047336421644994346,0.05461793545555007,0.054058256158426035,0.06171581030372005,0.15494850354053294,0.16500251879654745,0.16544224557487222,0.17922301182544206
28,0.04803795083347183,0.059913912411685415,0.057844756997738375,0.06787438956403093,0.15714906553454047,0.1802594353720645,0.175662503156886,0.19455973268275287
29,0.046981359692477936,0.05129684739345289,0.05139815699734144,0.05737721205124385,0.15704822273049046,0.158494234867544,0.16164151645000085,0.17091978521901754
30,0.046916174300181655,0.04999779747341503,0.05062738634462592,0.05684794608358569,0.15774390542853867,0.15597517841394315,0.16048261220023136,0.16992155127584002
31,0.04507460423067248,0.0525756329673132,0.05196089748508178,0.060159568591205866,0.15200315939086662,0.1632196942301138,0.16349880475565892,0.17798514218325048
32,0.04478722735047674,0.0535300075549474,0.05293228650273093,0.06208817482341322,0.15124618606106013,0.1667265972843106,0.1660876387099025,0.18281755376235484
33,0.04464661696993681,0.054096656476816274,0.052668850574384064,0.06181161173504737,0.14951613071860884,0.16854231561116992,0.16527063923847488,0.18308177732621264
34,0.0442166676479798,0.049122827757262434,0.04876810286869138,0.05484513508863497,0.1496812283079363,0.15441289207619308,0.15568997832512696,0.16686022516225008
35,0.04391524202984985,0.0535725174425399,0.05254852460381435,0.061433790601939965,0.1486278061938099,0.16847881830291994,0.16620952396398156,0.18334531714825555
36,0.042674827672774494,0.048685377185566286,0.04848852464923389,0.05554572339685971,0.14697868881716292,0.1556086095318165,0.15670844976400636,0.16973554147569925
37,0.0428170420798896,0.0488875208938561,0.04860913967659543,0.056326129447227084,0.14627036606918778,0.15451703412027434,0.1552158994810693,0.16976000566423874
38,0.04255127235426999,0.0474965308861957,0.04734317931439519,0.05357930326651807,0.1455105344305769,0.15048109555677813,0.15214089397402686,0.16374497476013447
39,0.04230527638665648,0.05225917639181443,0.05127621238497013,0.06100524943320276,0.14468290652671384,0.16480584702769116,0.16232640717946975,0.18106380588469626
40,0.04331375521878968,0.056087811341625896,0.05405103674597655,0.06426101162836323,0.14864981941402092,0.17572043556608344,0.170206258807673,0.1902648153766423
41,0.04169667746014977,0.045913572606241015,0.04587772872023935,0.05144659378744612,0.14489763354028365,0.14788721148806394,0.14966671154216366,0.15982112121582032
42,0.041107726564109985,0.0501370886672284,0.04913569327095477,0.05774124616537851,0.14093471975981256,0.1580467348022082,0.15570682315245038,0.17317465160463744
43,0.04184049368035506,0.05333417262669478,0.05167327996115023,0.06111791157149095,0.1450342317372227,0.16917704149413962,0.16454389433119387,0.18351677264009814
44,0.043749481657999134,0.05824741041911995,0.05620733871782653,0.06713894214766138,0.1501974695935612,0.18042529191800144,0.1746643803047654,0.19528540187980767
45,0.039975398585875364,0.04748095678262646,0.04682172063873118,0.05399426979073209,0.13943171029329568,0.15307612489820593,0.15179728026918116,0.16646121165683073
46,0.04057922893675082,0.049021514462807135,0.04785817787391227,0.054800349809779415,0.14095070799678494,0.15767729981313616,0.15483107528350498,0.16973962498537912
47,0.04020504568837233,0.04951133647144373,0.04825845822905269,0.05604041669892785,0.14004715614457525,0.15930566600871832,0.1558487549782866,0.17239812686539335
48,0.03978263027155126,0.04871070509760639,0.047744350146127226,0.05582911113431256,0.1378291205533799,0.15526590251729258,0.15286340525779682,0.1697737774723595
49,0.04120163630314955,0.052119379190982265,0.050732673720958785,0.0592449099765528,0.14400295311239208,0.1645737970459381,0.16191380165327315,0.17844257791357018
50,0.043118583006146766,0.04550083301222198,0.04623391336009273,0.05062036019583677,0.15517995126975462,0.15196593276219614,0.15655008807465,0.16153249313073936
51,0.039610651089966094,0.04834523738283555,0.047727516791897864,0.055702640289028216,0.13773992167756596,0.1534556825120977,0.1521842188923151,0.1684953405499725
52,0.0394089385522592,0.048541288795570535,0.04774391884658427,0.055488293986325835,0.1392302744767943,0.15624169191844778,0.1542471155890949,0.17007391941547395
53,0.039046033275090736,0.04613121175832872,0.04574782437639482,0.052414144352911834,0.1386414945522944,0.14903067738577824,0.14928376288862036,0.1621708733307435
54,0.03880864493209677,0.04615823699469143,0.04547333831408413,0.0520653536951782,0.13506281803618342,0.14700528113440645,0.146211476782291,0.16000734461527275
55,0.0387747356762372,0.046149990719374284,0.0457767314876886,0.05262713302015192,0.13587863717956564,0.14854521003158833,0.1480708869893012,0.16232341577889406
56,0.039109969265083935,0.0451151848299808,0.04484856189424026,0.05099373978149704,0.13861076707941308,0.14726564287472624,0.1478556475263314,0.1595137301024708
57,0.03975780640481669,0.04557122212223567,0.04537026374818761,0.05129069196451164,0.14032341402355722,0.14799342305368224,0.14876495918891575,0.15925752812823993
58,0.03846172651934377,0.0454446688661606,0.044887602924033834,0.05128464684550394,0.13389425362856594,0.1458224795657383,0.14518685811878052,0.15841857953786315
59,0.03868086092206556,0.049037917639601816,0.04770812313528669,0.05608504252719133,0.13557344466281152,0.15583268019470325,0.1525821159323323,0.17001524560403505
60,0.03922234410712167,0.045150807193911714,0.04485524983160714,0.05048054681501666,0.13803658881683478,0.14697661098077794,0.14724869238130198,0.15795395430382467
61,0.0410323073476953,0.04422822080350062,0.04486468192361612,0.04934622269995527,0.1456921037439532,0.1455747244774762,0.14932734182697013,0.15562723655588676
62,0.03832266475968647,0.0476336774854427,0.04653460229109865,0.05391420804240826,0.1352217412632984,0.15370908014172946,0.1507591256116594,0.16665879216903542
63,0.038676893295607716,0.04519713080885676,0.04487840622270134,0.05098249263598082,0.13578523917719554,0.14680663785111714,0.14623922106963674,0.1593426419669883
64,0.03857789148297786,0.04596265278298458,0.04522096650659105,0.05151072976693211,0.1373283856411775,0.1489579460938905,0.1484353275643099,0.16047326179212104
65,0.04171903034084595,0.05580636159235599,0.053487661894402516,0.06307232388820691,0.14609562025307546,0.17661438221406084,0.16976161299002518,0.1894238283180817
66,0.03824283324019522,0.04722351641506706,0.046126507497140486,0.052949451795627066,0.13512308072403773,0.15337192181072778,0.15049512462141262,0.16555563626300035
67,0.03887584758621601,0.04367240260629154,0.04372005768536988,0.04878599446711925,0.13946008801480267,0.1452312984600563,0.1466313258308159,0.15573461923903267
68,0.03767058853692557,0.04542370382584715,0.0448769419268607,0.05161074783538012,0.13256646056623267,0.14602338356666386,0.14531733446286565,0.15924229654556418
