epoch,acc,loss,val_acc,val_loss
0,0.52692294,0.6912594167844155,0.524562,0.6933314081127856
1,0.5323528,0.6897886822777797,0.52444136,0.6937423976737173
2,0.53291726,0.6894175943070869,0.5240041,0.693003334522693
3,0.5343324,0.689044177081554,0.523597,0.692751284693317
4,0.5350161,0.6887162683963226,0.5222249,0.6932713734593496
5,0.5360973,0.6884690722088777,0.5237779,0.6931371215938397
6,0.5388242,0.6879467668771961,0.5217575,0.6937028537080996
7,0.53726596,0.6880901684820564,0.5240041,0.6938713440464128
8,0.5377032,0.687987762352912,0.52288836,0.6941566268111709
9,0.5367969,0.6879923926664232,0.52171224,0.694680440699442
10,0.5382677,0.6878252140662626,0.52163684,0.6943483433779242
11,0.5388162,0.6877326736660779,0.52423024,0.6947615050186758
12,0.53891164,0.6874635489892897,0.5215464,0.6952377558221849
13,0.5396748,0.6873230370963639,0.52000844,0.6956356060828092
