epoch,acc,loss,val_acc,val_loss
0,0.5113467,0.6928678562155972,0.5203473,0.6912499580523459
1,0.51977605,0.6916611872051807,0.52107483,0.6912015538017428
2,0.5198257,0.691459812181734,0.52160835,0.6912687909113376
3,0.5225072,0.6912231552043232,0.52362126,0.691218393818162
4,0.5237983,0.6911385671563698,0.52308774,0.6911270402737961
5,0.5231031,0.6910279736948387,0.523112,0.6912052159155121
6,0.52602047,0.6907061534837644,0.5234515,0.6909156396472617
7,0.5262687,0.6905192492770419,0.5247369,0.6906344466940961
8,0.52722466,0.690315064269602,0.52752584,0.6905068137912045
9,0.52890056,0.6898908882619892,0.5233788,0.6909546029320823
10,0.52760947,0.6899162334900459,0.5190862,0.6925906769524041
11,0.5278329,0.6905465715927641,0.5271621,0.6903715683543474
12,0.53112274,0.6896418883459773,0.5263375,0.6904177421359449
13,0.5291613,0.6894990444443813,0.52745306,0.6930442835725278
14,0.5316938,0.6893414708255999,0.52563417,0.6905727147472039
15,0.5320042,0.6896113393109964,0.5286899,0.6905027353266899
16,0.53287315,0.689386877050844,0.52759856,0.6904014200528679
17,0.5326497,0.6891966801151901,0.52684677,0.6901150531118199
18,0.5318924,0.689107301402369,0.5270165,0.6905033715037131
19,0.5335808,0.6889396911226705,0.5288597,0.6902410422396277
20,0.53258765,0.6888985767278313,0.529757,0.6901054193625806
21,0.5347602,0.6886387365389302,0.526871,0.6904301094131129
22,0.5324387,0.6888272318327151,0.52912647,0.6900527994934662
23,0.53397804,0.6883778000424903,0.53128487,0.6899558798692191
24,0.5348098,0.6884362451226771,0.5258282,0.6902682474190658
25,0.53443736,0.6882806663504186,0.5259495,0.69036051932076
26,0.5344622,0.6882323166360116,0.5245186,0.6907632586368218
27,0.5340898,0.6881909011279073,0.52912647,0.6909584019916934
28,0.5335808,0.6882068878051741,0.5315274,0.6897650037726786
29,0.53552985,0.6880358393455833,0.5284959,0.6898586398942189
30,0.5374417,0.687872881199826,0.5299995,0.6899046658972345
31,0.53543055,0.6877922319125154,0.5276956,0.6900096938983252
32,0.5363492,0.6877914269804682,0.52544016,0.6899499365919954
33,0.5346484,0.6876673256999296,0.52575547,0.6910906364731919
34,0.53528154,0.6875650972876747,0.5285444,0.6929275749460214
35,0.5356664,0.6886616574580176,0.5273803,0.6900677765445531
36,0.53571606,0.6876056730978088,0.52767134,0.6901224064897507
37,0.537392,0.6873174206729157,0.52922344,0.6898469746636102
38,0.538919,0.6872297198524516,0.529369,0.6900986531324655
