epoch,acc,loss,val_acc,val_loss
0,0.51214325,0.6926873483250792,0.5235951,0.6912285427887785
1,0.52093905,0.691842401441061,0.52677506,0.6909072396076458
2,0.51923054,0.6917266734105186,0.52473986,0.6910411111348799
3,0.52136934,0.691499130562771,0.52593553,0.6906629371801976
4,0.5238879,0.691371770151158,0.52748734,0.6906041783045429
5,0.5245713,0.6910580021478266,0.52400213,0.6908133117883746
6,0.5260014,0.6909712942304517,0.52448547,0.6907794967719444
7,0.5254319,0.690818404782492,0.52847946,0.6903539476933489
8,0.52615327,0.6908218991128069,0.52774173,0.6902413035031054
9,0.5290514,0.6903489293746161,0.52822506,0.69025842131144
10,0.5309751,0.6900325200817656,0.5293699,0.6899472297931665
11,0.531127,0.6900018782409876,0.5301839,0.6898540371660815
12,0.5323166,0.6898700516759342,0.5338981,0.6894655474364831
13,0.5313548,0.6895265430647656,0.5307945,0.6897224450733683
14,0.5311523,0.6893802274716532,0.5279707,0.6899313369558854
15,0.53178513,0.6892444260398142,0.5315322,0.6891049548853551
16,0.5316712,0.6893296042680815,0.5336691,0.6891018177422854
17,0.5348098,0.6890950166431551,0.5359841,0.6889413580885615
18,0.5335316,0.6887277071765501,0.5351446,0.6891975425576687
19,0.5358856,0.6886320473709824,0.5347885,0.6891336123979538
20,0.5348605,0.6885392426509069,0.5357297,0.6890283420539041
21,0.5356198,0.6883165321923099,0.53550076,0.6893669227745397
22,0.53644246,0.6883114489009091,0.5377649,0.6888905849949649
23,0.5355818,0.6882570656667681,0.53483933,0.6896172703524002
24,0.53716385,0.6880924616494843,0.5352718,0.6890884414055556
25,0.5379485,0.6881358244996474,0.5291918,0.6898808196153281
26,0.53698665,0.6879611947351956,0.5355771,0.6889283456769373
27,0.5399228,0.6876930592543323,0.5374087,0.6888312040802699
28,0.5379611,0.6876836827357554,0.5357043,0.6888764190987401
29,0.5376321,0.6874584057486028,0.5362385,0.6889087050526189
30,0.53930265,0.6877175661979397,0.53636575,0.689075154032272
31,0.53942925,0.6872244426127379,0.5308708,0.6892271981027278
32,0.538885,0.687431398055406,0.53537357,0.6890321399686464
33,0.53969496,0.6872171095056805,0.5291918,0.6896642239814513
34,0.5403278,0.6871205218893014,0.53786665,0.6891094663014635
35,0.5402645,0.6869982508083827,0.53799385,0.6887943884235794
36,0.54140353,0.6870278642772459,0.5334402,0.6889787923210393
37,0.5409479,0.6871408487561156,0.525325,0.6915030571910923
38,0.54030246,0.687194974624016,0.5347885,0.6892921230697108
39,0.5411504,0.6865174269386539,0.5331349,0.6889331660958732
40,0.5412137,0.6866177500670962,0.5371543,0.6887706513851733
41,0.5412643,0.68653779474684,0.5369763,0.689062967815718
42,0.5436056,0.6865754515372039,0.5349665,0.6907375045817271
43,0.5423654,0.686555972819252,0.5353227,0.6891300934403487
44,0.5417199,0.6863422216731204,0.53290594,0.6893386938637496
45,0.54068214,0.6866483585031729,0.5323717,0.689373736028655
46,0.54383343,0.6861492343539717,0.53639114,0.6891774398241147
47,0.5427071,0.6861493376050728,0.53868073,0.689113496361809
48,0.5411757,0.6861650388338728,0.5314305,0.6897810632263217
49,0.54297286,0.6859947135008974,0.5329823,0.6897913722930805
50,0.54435235,0.6857593470733769,0.53717977,0.6895135024975625
