epoch,acc,loss,val_acc,val_loss
0,0.51128256,0.6929098423893931,0.51582205,0.692374529503454
1,0.5203681,0.691780919176769,0.5171631,0.6921553573094976
2,0.52392215,0.6913772568020375,0.5155126,0.6923711763236847
3,0.5231855,0.6914836722429968,0.5187621,0.6920322416399003
4,0.5234957,0.6914335687462213,0.5205158,0.6918904149862815
5,0.52712727,0.6910018230194489,0.5202321,0.6918223752043925
6,0.525641,0.690839085675548,0.520619,0.6913611722714973
7,0.52814823,0.6906492108150983,0.5208768,0.6916255414862543
8,0.5266362,0.6905800075546782,0.52033526,0.6915650812723343
9,0.52966034,0.6902341912658477,0.5215732,0.6912969905141859
10,0.52878153,0.6900183042284869,0.52317214,0.6909302746842247
11,0.5301902,0.6897842746514541,0.5230432,0.6909616498482911
12,0.5305521,0.6897965787460826,0.5218053,0.6906444146001361
13,0.53025484,0.6897797397190721,0.5219858,0.6910841128673959
14,0.5331369,0.6896640804801922,0.52306896,0.6907395341902068
15,0.53117245,0.6894370593543483,0.52291423,0.6908750321417759
16,0.5326975,0.6892578636347705,0.5200258,0.6912553846613197
17,0.5323356,0.6892956128980228,0.5203869,0.6909916613872092
18,0.5319091,0.6892981465144824,0.5244616,0.6912939195860439
19,0.53440344,0.6891790134932405,0.5247969,0.6909292950513362
20,0.53516597,0.6887935817093767,0.52675694,0.6905949390710822
21,0.5342613,0.6889114368050625,0.51829785,0.6919168108129101
22,0.5352306,0.6886483633981646,0.5248227,0.6904334118303217
23,0.53697526,0.6885686860388226,0.51974213,0.6918222034246517
24,0.5371562,0.6885060365777848,0.5262411,0.6911961137180095
25,0.5359026,0.6883027893240734,0.5261122,0.6906206077179703
26,0.53678143,0.6883953063324328,0.5248227,0.6909977370304573
27,0.5373372,0.6882874329687644,0.526009,0.6915001062529076
28,0.5379575,0.6882477220767189,0.5278401,0.6906544469234484
29,0.536859,0.688162295950455,0.5255706,0.6906800339192748
30,0.5359026,0.6881310544396552,0.5265764,0.6907300940918815
31,0.5384357,0.6878599968698027,0.52711797,0.6905116951227341
32,0.5367427,0.688216961297839,0.52642167,0.6904554642192169
