epoch,acc,loss,val_acc,val_loss
0,0.5217291,0.6911468585980686,0.5208872,0.6926638563982453
1,0.53425413,0.6887497073974442,0.51851934,0.6928677685998874
2,0.53603554,0.6883337249390175,0.5213651,0.6923752874501758
3,0.5371242,0.687663106159175,0.5223427,0.6918191811694153
4,0.5393015,0.6867238222633774,0.52277714,0.6919471940324994
5,0.537817,0.6860883550635636,0.5219299,0.6920687583432198
6,0.5395544,0.685838951927448,0.5197358,0.6921512358033198
7,0.5415668,0.6853009326378433,0.5197141,0.6926522951921846
8,0.54345816,0.6846624825617351,0.52325505,0.6918135306224172
9,0.5431943,0.6844693242516474,0.5195403,0.6928066503664186
10,0.5452616,0.6843556303075973,0.5191493,0.6927032784490834
11,0.5436341,0.6840020533538131,0.52114785,0.6929796333148079
12,0.54584444,0.6835823615238239,0.5240371,0.6919779827649503
13,0.547241,0.6831972036161601,0.5234723,0.6926667898989821
14,0.5458114,0.6828181822419143,0.5200834,0.692699875179634
15,0.54584444,0.6826638872718509,0.51893204,0.6928828474588771
16,0.54962724,0.6821733836268374,0.5151739,0.6934045975579068
17,0.5484396,0.6817947705828828,0.5165425,0.693484049557557
18,0.5488905,0.6814752540373603,0.5170204,0.6939642973747715
