epoch,acc,loss,val_acc,val_loss
0,0.51462144,0.6925758415664023,0.5084333,0.6924070760486087
1,0.5183675,0.6919577990085324,0.5161794,0.6920934927060408
2,0.51881576,0.6916858150512752,0.5105364,0.692450891251209
3,0.5196696,0.6916461322027128,0.5164709,0.6921620990124698
4,0.5202566,0.6915933629278618,0.5171373,0.6931602432988752
5,0.5207368,0.691320718936537,0.51849073,0.6925134303350161
6,0.52158,0.6912315288611203,0.51413876,0.6924076481956095
7,0.521057,0.6912195073094891,0.5178036,0.6923107693101215
8,0.52217764,0.6910300460726188,0.5173455,0.6920446806126349
9,0.5230955,0.6907485937987726,0.5200733,0.6919016645349066
10,0.5237465,0.6905932720449122,0.515638,0.6918317173573051
11,0.5256142,0.6904653064489451,0.52028155,0.6921241659929847
12,0.52498454,0.6903782263873682,0.5204273,0.6918761051437884
13,0.5251873,0.69036629136419,0.5207188,0.6915758510500158
14,0.5264894,0.6901603876894272,0.52238464,0.6915716143641772
15,0.52653205,0.689934075892693,0.5224471,0.6920948615476089
16,0.5279195,0.6899157692654319,0.51859486,0.6918968666737703
17,0.5267455,0.6898506804080923,0.5160961,0.6920819642959625
18,0.5263506,0.6898648911152082,0.5201774,0.6920718967507486
19,0.5284531,0.6897020128985047,0.51534647,0.6921166434856766
20,0.52892274,0.689556418871019,0.5218016,0.6920633643900337
21,0.5290081,0.6896450208580459,0.5204065,0.693171425211654
22,0.5297552,0.68957375170808,0.5209062,0.693449189568408
23,0.52976584,0.68944118737121,0.5186365,0.6936289617742436
24,0.5313988,0.6893851649784355,0.51549226,0.697563225391327
