epoch,acc,loss,val_acc,val_loss
0,0.5057452,0.6935551027109554,0.5221581,0.6920720951201247
1,0.51111066,0.6928259422483193,0.52229476,0.6920673678182548
2,0.51239127,0.692666660471697,0.5154611,0.6924024656668031
3,0.51521075,0.6924449905648594,0.52055216,0.6918288717288797
4,0.5155043,0.6922736011279508,0.5183312,0.6917914641943351
5,0.5182782,0.6919581220684594,0.52465236,0.6913294206352487
6,0.5194576,0.6917894471781326,0.5219189,0.6914341246425569
7,0.5202675,0.6915534687961357,0.52526736,0.6911186145335791
8,0.5196246,0.691568678676069,0.52526736,0.6911820854011442
9,0.5218923,0.6913355520310811,0.523559,0.6915257402115957
10,0.523259,0.6911659976236213,0.5199713,0.6916710574353124
11,0.52233267,0.6911235628281416,0.52243143,0.6916955080907101
12,0.5250003,0.6907657748013096,0.5253015,0.6914322473192522
13,0.52510655,0.6906808047811187,0.5244473,0.6912855133065504
14,0.525633,0.6904861322586499,0.5221239,0.6918753253980627
15,0.5269389,0.6902554715469829,0.5215089,0.6916609339467705
16,0.52734894,0.6901596061019684,0.5256432,0.6912608074837234
17,0.53064924,0.6898000548604175,0.521133,0.6919520713036845
