epoch,acc,loss,val_acc,val_loss
0,0.5152418,0.6921561193582381,0.55772966,0.6839627350597738
1,0.52391523,0.6913203006860785,0.56022125,0.6839857907227865
2,0.5233483,0.6910100477800794,0.5570896,0.6839302581528389
3,0.5242892,0.6909373619200454,0.5534551,0.6843958540973951
4,0.5256523,0.6906276685572598,0.5567696,0.6828065402418348
5,0.526557,0.690349428500882,0.55468947,0.6827356483327714
6,0.527691,0.6901307410350696,0.55523807,0.6829669646261204
7,0.52678627,0.6900876420040948,0.55603814,0.682811147603078
8,0.52810115,0.6901800428145553,0.5503463,0.6867689773469995
9,0.53035694,0.6898988419459643,0.5517407,0.6838764894073218
10,0.5277151,0.6898495276619926,0.5531351,0.6833107193137565
11,0.5305741,0.6896896311973251,0.5525179,0.68421755174224
12,0.53054994,0.6895491912311551,0.55359226,0.6843573797222442
13,0.5305258,0.6892852582884006,0.55354655,0.6835431627421514
14,0.53199756,0.6891358659479019,0.55263215,0.6839783110585783
15,0.53219056,0.689009715933054,0.55459803,0.6846784694640544
