epoch,acc,loss,val_acc,val_loss
0,0.5126247,0.6927105330105139,0.53104335,0.690707731222998
1,0.51802814,0.6915851764914067,0.52179766,0.690962429749279
2,0.5192896,0.6915684402536032,0.5288782,0.6903928592075902
3,0.52162385,0.6912635616690833,0.5305947,0.6907401897916697
4,0.52078944,0.6911133586202344,0.533111,0.6900484615657008
5,0.52081925,0.6909446390352724,0.53274035,0.6903185445952588
6,0.5238587,0.6907311982030337,0.53143346,0.6898973749059553
7,0.52338195,0.69064815429516,0.52803946,0.6902742056758072
8,0.5248421,0.6904069603548046,0.533306,0.6901330717035432
9,0.5256268,0.6901856766013632,0.53564674,0.6894818205655041
10,0.52592474,0.6902433992772579,0.53342307,0.6896268033059588
11,0.5255572,0.6900263306940074,0.5343008,0.689301374380995
12,0.5271862,0.689845275493367,0.53094584,0.689713366840792
13,0.528259,0.6897603743830067,0.5334036,0.6899507993953471
14,0.53114945,0.689465867797649,0.5364074,0.6890065936709537
15,0.5294211,0.689580896511337,0.5358223,0.6893735426668887
16,0.5300667,0.689381334685404,0.5331695,0.6893654337623087
17,0.5301065,0.6892268629597748,0.5348665,0.6893718788617159
18,0.53224206,0.6889778655425712,0.53494453,0.6892845758232966
19,0.53287774,0.6891925929153372,0.53533465,0.6895421862237168
20,0.53308636,0.6888715013464395,0.52993155,0.6896586661409309
21,0.5331956,0.6885557006494692,0.531492,0.6895472744690249
22,0.53360283,0.6886820700011458,0.5342228,0.6900137673188491
23,0.53574836,0.6884084961767575,0.53476894,0.6899114184820262
24,0.53456634,0.6882849777785419,0.5343788,0.6895711524522304
