epoch,acc,loss,val_acc,val_loss
0,0.5247532,0.6914034034558629,0.52433103,0.6905684196543128
1,0.530468,0.6905814404404804,0.5203129,0.6910279662230352
2,0.52939874,0.6902984539322011,0.5197084,0.6909043634612885
3,0.530468,0.6899988190227051,0.517486,0.6912489032849215
4,0.531869,0.689631698235749,0.52209085,0.6907325862842048
5,0.53167546,0.6893490016965315,0.5222864,0.690494419245288
6,0.53222847,0.6890755958480257,0.5194773,0.6909314521218058
7,0.5338784,0.6889014564394602,0.5216286,0.6904094356665644
8,0.53374934,0.6889449534831894,0.5172193,0.6916508351403222
9,0.53506744,0.6883510646668787,0.5229798,0.6903644479203832
10,0.53498447,0.6884484176274634,0.5196373,0.6909912466102096
11,0.5350121,0.6882368118690824,0.52047294,0.6908657750465338
12,0.5364777,0.688213499149839,0.52475774,0.6901714995443816
13,0.5370215,0.6879986728062126,0.5201351,0.6909828914420977
14,0.5362749,0.6878804541873815,0.52571785,0.6902368391807455
15,0.5376944,0.6877046704425251,0.51885504,0.6917412832584664
16,0.53794324,0.6875618605067784,0.5238332,0.6905873286532279
17,0.53742707,0.68739667868999,0.52415323,0.6906696595587363
18,0.5396485,0.687172922106323,0.5211841,0.6910820954131469
19,0.53950095,0.6870943556072238,0.5212552,0.6912788656682203
20,0.54049647,0.6870710136408239,0.5242244,0.6903708004709858
21,0.5404135,0.6870804500503358,0.5201529,0.6915998997142744
22,0.5400448,0.6869727053873986,0.5239399,0.6904404446987356
