epoch,acc,loss,val_acc,val_loss
0,0.52237785,0.6915441337429857,0.5255875,0.691191159961322
1,0.52579105,0.6906441758873015,0.52891815,0.6908450810527972
2,0.5296561,0.6902018357724289,0.5277957,0.6906448971483079
3,0.52952147,0.6901022211432252,0.52407855,0.6908887755975456
4,0.52831966,0.6900113144248833,0.5277957,0.6904641158055227
5,0.52924263,0.6897715925534239,0.526802,0.6907249528801511
6,0.5309348,0.6896112760087603,0.5296174,0.6908485686533553
7,0.5331654,0.6892745772444333,0.5282005,0.6903762502309477
8,0.5327231,0.6892613231196508,0.5305743,0.6903400377763234
9,0.532675,0.6889499961744758,0.5247042,0.6906951111796291
10,0.53327113,0.6887145587559896,0.5200118,0.6922261221101778
11,0.5320982,0.6888655206935219,0.53066635,0.6905953563929258
12,0.5334538,0.6884870491277554,0.5291758,0.6903413606324404
13,0.5356075,0.6883094248347228,0.5214655,0.6913331244139835
14,0.53457874,0.6880378325266379,0.5313104,0.6906738075891855
15,0.53630936,0.6879005390506687,0.5258819,0.6909438478576618
16,0.5356075,0.6876357495885047,0.52286404,0.6912468662530553
17,0.5362324,0.6879491706957588,0.52873415,0.6906567691644474
18,0.53579015,0.6874080155957089,0.5256243,0.6913383476116826
