Date,Open,Close
2000-06-01,51.63,50.5
2000-06-02,51.0,49.13
2000-06-05,49.13,49.75
2000-06-06,50.0,50.31
2000-06-07,49.81,48.38
2000-06-08,47.63,47.25
2000-06-09,47.5,48.5
2000-06-12,48.25,48.27
2000-06-13,48.31,49.16
2000-06-14,49.5,50.41
2000-06-15,50.5,50.56
2000-06-16,50.38,49.94
2000-06-19,49.25,50.72
2000-06-20,50.75,50.66
2000-06-21,50.88,50.41
2000-06-22,50.0,48.0
2000-06-23,48.0,47.56
2000-06-26,47.56,47.81
2000-06-27,48.25,47.0
2000-06-28,46.88,47.54
2000-06-29,47.38,47.94
2000-06-30,48.13,49.81
