Date,Open,Close
1996-07-01,33.75,33.62
1996-07-02,33.75,33.62
1996-07-03,33.75,33.625
1996-07-05,33.625,33.375
1996-07-08,32.75,32.38
1996-07-09,32.75,32.75
1996-07-10,32.75,32.375
1996-07-11,32.75,32.75
1996-07-12,32.625,32.625
1996-07-15,32.62,32.25
1996-07-16,31.75,31.38
1996-07-17,32.625,32.25
1996-07-18,31.75,31.375
1996-07-19,31.5,31.625
1996-07-22,32.62,31.88
1996-07-23,32.0,31.38
1996-07-24,32.625,31.875
1996-07-25,32.0,31.375
1996-07-26,30.75,30.75
1996-07-29,31.25,31.38
1996-07-30,31.62,30.88
1996-07-31,31.25,31.375
