Date,Open,Close
2002-05-01,55.12,55.0
2002-05-02,55.0,55.87
2002-05-03,56.0,55.59
2002-05-06,55.59,54.81
2002-05-07,55.05,55.05
2002-05-08,55.56,56.15
2002-05-09,56.0,55.57
2002-05-10,55.7,54.56
2002-05-13,54.65,54.95
2002-05-14,55.3,56.49
2002-05-15,56.5,56.8
2002-05-16,56.15,56.31
2002-05-17,56.75,56.65
2002-05-20,56.56,55.59
2002-05-21,55.8,55.39
2002-05-22,55.64,55.05
2002-05-23,55.4,55.66
2002-05-24,55.88,55.45
2002-05-28,55.49,55.29
2002-05-29,55.29,55.49
2002-05-30,55.45,55.5
2002-05-31,55.65,56.25
