Date,Open,Close
2006-06-01,84.71,86.29
2006-06-02,86.69,87.97
2006-06-05,87.96,88.11
2006-06-06,88.3,87.79
2006-06-07,87.85,87.73
2006-06-08,87.73,87.0
2006-06-09,87.0,88.08
2006-06-12,87.27,86.51
2006-06-13,86.75,86.51
2006-06-14,86.4,86.21
2006-06-15,86.43,87.34
2006-06-16,87.42,88.06
2006-06-19,88.06,88.29
2006-06-20,88.29,87.48
2006-06-21,87.36,88.2
2006-06-22,87.8,87.55
2006-06-23,87.63,87.53
2006-06-26,87.31,88.15
2006-06-27,88.15,87.39
2006-06-28,86.72,87.68
2006-06-29,88.24,89.06
2006-06-30,89.9,90.4
