Date,Open,Close
2012-01-03,140.84,137.12
2012-01-04,137.04,142.88
2012-01-05,141.31,142.16
2012-01-06,141.7,140.7
2012-01-09,145.55,146.36
2012-01-10,145.73,147.32
2012-01-11,144.08,144.54
2012-01-12,143.7,144.44
2012-01-13,143.47,143.67
2012-01-17,144.9799,142.19
2012-01-18,142.55,145.71
2012-01-19,146.11,146.67
2012-01-20,147.16,146.94
2012-01-23,145.91,145.97
2012-01-24,145.76,150.73
2012-01-25,149.8,151.73
2012-01-26,151.73,150.28
2012-01-27,149.8,151.52
2012-01-30,150.5,151.0
2012-01-31,151.91,152.0
