Date,Open,Close
2017-06-01,154.0,154.83
2017-06-02,155.38,152.64
2017-06-05,152.25,152.26
2017-06-06,152.43,153.09
2017-06-07,153.02,155.27
2017-06-08,155.32,154.57
2017-06-09,154.5,155.6
2017-06-12,155.54,159.74
2017-06-13,159.31,158.81
2017-06-14,159.65,159.64
2017-06-15,158.85,160.73
2017-06-16,161.18,160.26
2017-06-19,159.77,158.97
2017-06-20,160.59,158.98
2017-06-21,159.43,158.78
2017-06-22,158.6,159.13
2017-06-23,159.48,158.9
2017-06-26,159.77,160.45
2017-06-27,159.94,162.37
2017-06-28,163.25,163.8
2017-06-29,163.5,162.58
2017-06-30,163.6,161.76
