Date,Open,Close
1991-09-03,126.38,126.5
1991-09-04,126.5,125.75
1991-09-05,126.12,126.25
1991-09-06,126.63,127.12
1991-09-09,127.25,129.5
1991-09-10,130.0,128.88
1991-09-11,129.0,130.25
1991-09-12,130.88,130.75
1991-09-13,130.75,128.75
1991-09-16,128.62,129.63
1991-09-17,129.5,131.75
1991-09-18,131.0,131.5
1991-09-19,131.25,131.75
1991-09-20,132.5,132.5
1991-09-23,132.25,130.38
1991-09-24,130.38,131.25
1991-09-25,131.13,129.87
1991-09-26,129.5,130.0
1991-09-27,130.0,128.75
1991-09-30,128.75,130.12
