Date,Open,Close
2015-05-01,115.12,114.61
2015-05-04,114.67,115.25
2015-05-05,115.62,114.7
2015-05-06,114.9,114.06
2015-05-07,114.28,114.07
2015-05-08,114.54,115.3
2015-05-11,115.14,114.91
2015-05-12,114.5,115.05
2015-05-13,115.47,114.3
2015-05-14,114.4,114.66
2015-05-15,114.86,114.18
2015-05-18,113.36,113.31
2015-05-19,113.54,115.11
2015-05-20,115.1,114.71
2015-05-21,114.5,113.94
2015-05-22,113.76,113.8
2015-05-26,113.88,113.0
2015-05-27,112.91,113.59
2015-05-28,113.15,113.1
2015-05-29,113.22,112.56
