Date,Open,Close
1996-08-01,82.875,80.75
1996-08-02,82.62,82.5
1996-08-05,82.5,82.88
1996-08-06,83.25,84.38
1996-08-07,82.75,82.875
1996-08-08,83.25,84.375
1996-08-09,84.5,84.625
1996-08-12,84.88,85.0
1996-08-13,84.75,83.38
1996-08-14,84.875,85.0
1996-08-15,84.75,83.375
1996-08-16,83.125,83.875
1996-08-19,85.0,85.5
1996-08-20,85.62,87.25
1996-08-21,85.0,85.5
1996-08-22,85.625,87.25
1996-08-23,87.0,87.25
1996-08-26,86.88,85.0
1996-08-27,85.38,86.0
1996-08-28,86.875,85.0
1996-08-29,85.375,86.0
1996-08-30,86.5,86.875
