Date,Open,Close
1996-01-02,34.88,35.5
1996-01-03,35.38,35.12
1996-01-04,34.875,35.5
1996-01-05,35.375,35.125
1996-01-08,36.5,36.62
1996-01-09,36.25,35.52
1996-01-10,36.5,36.625
1996-01-11,36.25,35.5156
1996-01-12,35.0,33.125
1996-01-15,34.25,33.75
1996-01-16,33.75,33.75
1996-01-17,34.25,33.75
1996-01-18,33.75,33.75
1996-01-19,34.0,34.125
1996-01-22,34.62,35.38
1996-01-23,35.0,35.5
1996-01-24,34.625,35.375
1996-01-25,35.0,35.5
1996-01-26,35.5,35.75
1996-01-29,35.75,36.25
1996-01-30,36.62,37.88
1996-01-31,35.75,36.25
