Date,Open,Close
2017-07-03,129.01,128.38
2017-07-05,128.55,127.77
2017-07-06,127.12,125.63
2017-07-07,125.95,127.11
2017-07-10,127.12,127.4
2017-07-11,127.39,126.49
2017-07-12,128.46,126.36
2017-07-13,126.53,128.98
2017-07-14,129.26,132.49
2017-07-17,132.51,132.61
2017-07-18,132.28,131.18
2017-07-19,131.35,131.07
2017-07-20,131.4,129.47
2017-07-21,129.55,129.61
2017-07-24,129.82,128.79
2017-07-25,129.2,128.77
2017-07-26,128.82,128.7
2017-07-27,127.59,125.44
2017-07-28,124.76,123.78
2017-07-31,123.7,121.32
