Date,Open,Close
1996-10-01,54.0,53.62
1996-10-02,54.0,54.38
1996-10-03,55.62,54.88
1996-10-04,55.5,56.25
1996-10-07,56.25,56.38
1996-10-08,56.25,56.38
1996-10-09,56.62,55.75
1996-10-10,55.0,55.12
1996-10-11,55.25,55.75
1996-10-14,55.62,55.75
1996-10-15,56.12,56.5
1996-10-16,56.38,56.5
1996-10-17,56.88,57.0
1996-10-18,46.25,48.75
1996-10-21,48.75,46.62
1996-10-22,46.5,46.88
1996-10-23,46.62,46.12
1996-10-24,46.62,45.75
1996-10-25,46.0,46.0
1996-10-28,46.0,46.38
1996-10-29,46.38,45.88
1996-10-30,46.0,46.38
1996-10-31,46.25,46.38
