Date,Open,Close
1997-04-01,104.6,103.4
1997-04-02,103.1,102.5
1997-04-03,102.4,102.0
1997-04-04,101.9,101.8
1997-04-07,101.8,102.4
1997-04-08,102.5,104.1
1997-04-09,105.0,105.1
1997-04-10,105.0,102.5
1997-04-11,102.0,99.75
1997-04-14,99.75,101.3
1997-04-15,102.1,103.6
1997-04-16,103.4,104.6
1997-04-17,104.8,104.6
1997-04-18,105.9,106.3
1997-04-21,106.1,106.1
1997-04-22,106.3,107.0
1997-04-23,107.1,108.9
1997-04-24,109.1,106.9
1997-04-25,107.1,107.0
1997-04-28,107.0,107.0
1997-04-29,108.1,110.8
1997-04-30,110.8,111.4
