Date,Open,Close
2015-08-03,115.14,115.66
2015-08-04,115.37,114.72
2015-08-05,115.07,113.85
2015-08-06,113.43,113.81
2015-08-07,113.51,113.62
2015-08-10,114.27,113.7
2015-08-11,113.09,114.49
2015-08-12,113.56,114.73
2015-08-13,114.07,115.69
2015-08-14,115.36,115.94
2015-08-17,116.1,116.97
2015-08-18,116.73,116.69
2015-08-19,116.05,116.06
2015-08-20,114.83,113.98
2015-08-21,113.56,111.58
2015-08-24,107.5,105.25
2015-08-25,107.37,101.89
2015-08-26,103.72,105.01
2015-08-27,105.73,106.31
2015-08-28,105.96,106.56
2015-08-31,106.33,103.51
