Date,Open,Close
2017-03-01,178.14,178.03
2017-03-02,178.24,177.8
2017-03-03,178.02,177.89
2017-03-06,176.47,175.75
2017-03-07,175.59,175.38
2017-03-08,175.89,176.04
2017-03-09,175.75,176.4
2017-03-10,177.31,177.75
2017-03-13,178.0,178.22
2017-03-14,177.66,178.79
2017-03-15,179.18,177.47
2017-03-16,176.97,172.69
2017-03-17,172.83,172.71
2017-03-20,172.55,172.8
2017-03-21,173.91,172.01
2017-03-22,171.87,170.32
2017-03-23,170.14,170.22
2017-03-24,170.65,170.0
2017-03-27,169.0,169.86
2017-03-28,169.8,169.85
2017-03-29,170.01,171.08
2017-03-30,170.76,170.15
2017-03-31,170.29,171.33
