Date,Open,Close
2017-11-01,167.89,165.72
2017-11-02,166.0,161.23
2017-11-03,161.17,162.07
2017-11-06,162.23,166.07
2017-11-07,165.86,160.03
2017-11-09,157.12,160.08
2017-11-10,160.0,160.18
2017-11-13,159.55,163.53
2017-11-14,162.24,164.31
2017-11-15,163.26,163.34
2017-11-16,164.1,164.36
2017-11-17,163.37,161.82
2017-11-20,162.4,162.18
2017-11-21,162.02,162.47
2017-11-22,163.31,161.49
2017-11-24,161.68,157.99
2017-11-27,158.41,159.85
2017-11-28,160.72,168.04
2017-11-29,168.31,170.45
2017-11-30,170.91,171.42
