Date,Open,Close
2010-03-01,205.75,208.99
2010-03-02,209.93,208.85
2010-03-03,208.94,209.33
2010-03-04,209.28,210.71
2010-03-05,214.94,218.95
2010-03-08,220.01,219.08
2010-03-09,218.31,223.02
2010-03-10,223.8295,224.84
2010-03-11,223.91,225.5
2010-03-12,227.37,226.6
2010-03-15,225.38,223.84
2010-03-16,224.18,224.45
2010-03-17,224.9,224.12
2010-03-18,224.1,224.65
2010-03-19,224.79,222.2499
2010-03-22,220.47,224.75
2010-03-23,225.64,228.36
2010-03-24,227.64,229.37
2010-03-25,230.458,226.65
2010-03-26,228.95,230.9
2010-03-29,233.0,232.39
2010-03-30,236.6027,235.845
2010-03-31,235.49,235.0
