Date,Open,Close
2011-07-01,104.6,106.76
2011-07-05,106.61,105.72
2011-07-06,105.78,106.59
2011-07-07,107.72,106.25
2011-07-08,105.24,104.3
2011-07-11,103.27,102.28
2011-07-12,102.32,101.29
2011-07-13,101.88,102.15
2011-07-14,102.48,100.71
2011-07-15,101.06,100.74
2011-07-18,100.5,100.5
2011-07-19,101.02,100.55
2011-07-20,101.42,99.83
2011-07-21,101.99,104.4
2011-07-22,104.28,103.8
2011-07-25,102.68,104.86
2011-07-26,104.67,103.72
2011-07-27,102.98,102.2
2011-07-28,102.2,103.17
2011-07-29,101.89,102.48
