Date,Open,Close
2017-07-03,162.98,164.31
2017-07-05,164.44,164.44
2017-07-06,164.38,163.59
2017-07-07,164.72,165.11
2017-07-10,164.7,164.36
2017-07-11,164.91,165.17
2017-07-12,164.88,165.24
2017-07-13,165.58,166.54
2017-07-14,165.16,165.77
2017-07-17,165.55,165.99
2017-07-18,164.83,165.48
2017-07-19,166.82,162.48
2017-07-20,162.62,160.34
2017-07-21,159.56,158.11
2017-07-24,158.21,160.34
2017-07-25,163.12,161.5
2017-07-26,161.97,157.98
2017-07-27,158.06,159.01
2017-07-28,159.0,160.59
2017-07-31,160.82,163.15
