epochs,train loss,val loss,train acc,val acc
0,0.6929098423893931,0.692374529503454,0.5112825632095337,0.5158220529556274
1,0.691780919176769,0.6921553573094976,0.5203680992126465,0.517163097858429
2,0.6913772568020375,0.6923711763236847,0.5239221453666687,0.5155125856399536
3,0.6914836722429968,0.6920322416399003,0.5231854915618896,0.5187621116638184
4,0.6914335687462213,0.6918904149862815,0.5234956741333008,0.5205157995223999
5,0.6910018230194489,0.6918223752043925,0.5271272659301758,0.520232081413269
6,0.690839085675548,0.6913611722714973,0.5256410241127014,0.5206189751625061
7,0.6906492108150983,0.6916255414862543,0.5281482338905334,0.5208768248558044
8,0.6905800075546782,0.6915650812723343,0.5266361832618713,0.5203352570533752
9,0.6902341912658477,0.6912969905141859,0.5296603441238403,0.5215731859207153
10,0.6900183042284869,0.6909302746842247,0.528781533241272,0.52317214012146
11,0.6897842746514541,0.6909616498482911,0.5301902294158936,0.5230432152748108
12,0.6897965787460826,0.6906444146001361,0.530552089214325,0.5218052864074707
13,0.6897797397190721,0.6910841128673959,0.5302548408508301,0.5219858288764954
14,0.6896640804801922,0.6907395341902068,0.5331369042396545,0.5230689644813538
15,0.6894370593543483,0.6908750321417759,0.5311724543571472,0.5229142308235168
16,0.6892578636347705,0.6912553846613197,0.5326974987983704,0.5200257897377014
17,0.6892956128980228,0.6909916613872092,0.5323355793952942,0.5203868746757507
18,0.6892981465144824,0.6912939195860439,0.5319091081619263,0.5244616270065308
19,0.6891790134932405,0.6909292950513362,0.5344034433364868,0.5247969031333923
20,0.6887935817093767,0.6905949390710822,0.5351659655570984,0.5267569422721863
21,0.6889114368050625,0.6919168108129101,0.5342612862586975,0.5182978510856628
22,0.6886483633981646,0.6904334118303217,0.5352305769920349,0.5248227119445801
23,0.6885686860388226,0.6918222034246517,0.5369752645492554,0.5197421312332153
24,0.6885060365777848,0.6911961137180095,0.5371562242507935,0.5262411236763
25,0.6883027893240734,0.6906206077179703,0.5359026193618774,0.5261121988296509
26,0.6883953063324328,0.6909977370304573,0.5367814302444458,0.5248227119445801
27,0.6882874329687644,0.6915001062529076,0.5373371839523315,0.5260090231895447
28,0.6882477220767189,0.6906544469234484,0.537957489490509,0.5278400778770447
29,0.688162295950455,0.6906800339192748,0.5368589758872986,0.5255705714225769
30,0.6881310544396552,0.6907300940918815,0.5359026193618774,0.5265763998031616
31,0.6878599968698027,0.6905116951227341,0.538435697555542,0.5271179676055908
32,0.688216961297839,0.6904554642192169,0.5367426872253418,0.5264216661453247
