epochs,train loss,val loss,train acc,val acc
0,0.691459276626227,0.6901406254294383,0.5268313884735107,0.5334303379058838
1,0.6894916046795186,0.6897400570807829,0.5322805047035217,0.5340734124183655
2,0.6891881749214015,0.6904959380853627,0.5346463322639465,0.5268644094467163
3,0.6890542463451818,0.6896713250053719,0.5343815684318542,0.5345303416252136
4,0.6888664649319356,0.6896638486162351,0.5355346202850342,0.5327703952789307
5,0.6885147358516683,0.689317370927447,0.5367559790611267,0.532634973526001
6,0.6884587183488433,0.689372483678923,0.535355269908905,0.5328211188316345
7,0.6881180058637832,0.6889961956015068,0.5365766286849976,0.5338703393936157
8,0.6880200197858716,0.6890327071325735,0.5358847975730896,0.5321611762046814
9,0.6878683276194291,0.6891413103064937,0.5366705656051636,0.5328042507171631
10,0.687769474973889,0.6887842225340134,0.5389937162399292,0.5341241955757141
11,0.6876707582838337,0.6890262024777799,0.5376356840133667,0.5320596098899841
12,0.687583999070115,0.6888424654921045,0.5362008213996887,0.5335657596588135
13,0.687482993204937,0.6887529187955074,0.537388026714325,0.5343779921531677
14,0.6874135517986881,0.6889593203321195,0.5382421016693115,0.5323303937911987
15,0.68726150416695,0.6888149040574407,0.5387972593307495,0.5338195562362671
16,0.6871080062525868,0.6893106078695275,0.539241373538971,0.533227264881134
17,0.6872980409360337,0.6893977909690667,0.5380797982215881,0.5357825756072998
18,0.6869077610058086,0.6890983687139406,0.5396342873573303,0.5329565405845642
19,0.686860696549987,0.6890713812522464,0.5403090119361877,0.5334641933441162
20,0.6866667397197391,0.6894182969186232,0.5398819446563721,0.5333796143531799
21,0.6865761553990815,0.689018024705992,0.5398136377334595,0.5329057574272156
22,0.6865562772431762,0.6891142999391784,0.5407274961471558,0.532127320766449
23,0.6864101356078908,0.6895942189146234,0.5410862565040588,0.5327534675598145
