epochs,train loss,val loss,train acc,val acc
0,0.6923659737401637,0.6930502828028687,0.5145556926727295,0.514106035232544
1,0.6921179581115786,0.6932453525236941,0.5163877606391907,0.5088428258895874
2,0.6918285830579163,0.6933652809545635,0.5177727341651917,0.5140231251716614
3,0.6916643141691395,0.6931600557753533,0.5193321704864502,0.5130699872970581
4,0.6914364871565672,0.6932761234050401,0.5201663970947266,0.5110599994659424
5,0.6912614382410068,0.693225100521156,0.5210715532302856,0.5121167898178101
6,0.6911429070792122,0.69387905949674,0.5217967629432678,0.5121375322341919
7,0.6910091587998339,0.6941500622632657,0.5229090452194214,0.5137848258018494
8,0.6908662509568253,0.6935780262312001,0.5225982666015625,0.512842059135437
9,0.690742859945745,0.693784551945731,0.5247520208358765,0.5145411491394043
10,0.6905707320299035,0.6945880967069412,0.5250519514083862,0.5118681192398071
