epochs,train loss,val loss,train acc,val acc
0,0.6928678562155972,0.6912499580523459,0.511346697807312,0.5203472971916199
1,0.6916611872051807,0.6912015538017428,0.5197760462760925,0.5210748314857483
2,0.691459812181734,0.6912687909113376,0.5198256969451904,0.5216083526611328
3,0.6912231552043232,0.691218393818162,0.5225071907043457,0.5236212611198425
4,0.6911385671563698,0.6911270402737961,0.5237982869148254,0.523087739944458
5,0.6910279736948387,0.6912052159155121,0.5231031179428101,0.5231119990348816
6,0.6907061534837644,0.6909156396472617,0.5260204672813416,0.5234515070915222
7,0.6905192492770419,0.6906344466940961,0.526268720626831,0.5247368812561035
8,0.690315064269602,0.6905068137912045,0.5272246599197388,0.5275258421897888
9,0.6898908882619892,0.6909546029320823,0.5289005637168884,0.5233787894248962
10,0.6899162334900459,0.6925906769524041,0.5276094675064087,0.5190861821174622
11,0.6905465715927641,0.6903715683543474,0.5278329253196716,0.5271620750427246
12,0.6896418883459773,0.6904177421359449,0.5311227440834045,0.5263375043869019
13,0.6894990444443813,0.6930442835725278,0.529161274433136,0.5274530649185181
14,0.6893414708255999,0.6905727147472039,0.5316938161849976,0.5256341695785522
15,0.6896113393109964,0.6905027353266899,0.532004177570343,0.5286899209022522
16,0.689386877050844,0.6904014200528679,0.5328731536865234,0.5275985598564148
17,0.6891966801151901,0.6901150531118199,0.5326496958732605,0.5268467664718628
18,0.689107301402369,0.6905033715037131,0.5318924188613892,0.5270165205001831
19,0.6889396911226705,0.6902410422396277,0.5335807800292969,0.5288596749305725
20,0.6888985767278313,0.6901054193625806,0.5325876474380493,0.529757022857666
21,0.6886387365389302,0.6904301094131129,0.5347601771354675,0.5268710255622864
22,0.6888272318327151,0.6900527994934662,0.5324386954307556,0.5291264653205872
23,0.6883778000424903,0.6899558798692191,0.5339780449867249,0.5312848687171936
24,0.6884362451226771,0.6902682474190658,0.5348098278045654,0.5258281826972961
25,0.6882806663504186,0.69036051932076,0.534437358379364,0.5259494781494141
26,0.6882323166360116,0.6907632586368218,0.5344622135162354,0.524518609046936
27,0.6881909011279073,0.6909584019916934,0.5340898036956787,0.5291264653205872
28,0.6882068878051741,0.6897650037726786,0.5335807800292969,0.5315274000167847
29,0.6880358393455833,0.6898586398942189,0.5355298519134521,0.5284959077835083
30,0.687872881199826,0.6899046658972345,0.5374416708946228,0.5299994945526123
31,0.6877922319125154,0.6900096938983252,0.5354305505752563,0.5276955962181091
32,0.6877914269804682,0.6899499365919954,0.5363491773605347,0.5254401564598083
33,0.6876673256999296,0.6910906364731919,0.5346484184265137,0.5257554650306702
34,0.6875650972876747,0.6929275749460214,0.5352815389633179,0.5285444259643555
35,0.6886616574580176,0.6900677765445531,0.5356664061546326,0.5273802876472473
36,0.6876056730978088,0.6901224064897507,0.5357160568237305,0.5276713371276855
37,0.6873174206729157,0.6898469746636102,0.5373920202255249,0.5292234420776367
38,0.6872297198524516,0.6900986531324655,0.5389189720153809,0.5293689966201782
