epochs,train loss,val loss,train acc,val acc
0,0.6918229862014008,0.6907079367482537,0.5240198969841003,0.5264816880226135
1,0.6906962108206026,0.6902350790078873,0.5291821956634521,0.5293567776679993
2,0.6902121680561524,0.6897160145324583,0.5300869345664978,0.535245418548584
3,0.6898908742167371,0.6893852336496149,0.5315415859222412,0.5337039828300476
4,0.6898226659454859,0.6894191244410058,0.5294305682182312,0.5344487428665161
5,0.6895297281450682,0.6892988757339091,0.5320649147033691,0.5352107882499695
6,0.6891890482528636,0.6900829484743615,0.5325705409049988,0.5239357352256775
7,0.6889670274582065,0.6886921125820328,0.5336703658103943,0.5326301455497742
8,0.6890150499508824,0.6886917742174339,0.5331559181213379,0.5331324338912964
9,0.6887963490239141,0.688913158664887,0.5331647992134094,0.537583589553833
10,0.6887222095734477,0.6884479246515625,0.5334042906761169,0.5353666543960571
11,0.6886367850213138,0.6883133877165668,0.5329075455665588,0.5374623537063599
12,0.6884428467377505,0.6882853282266421,0.534530758857727,0.5344313979148865
13,0.6883077685960286,0.6882737704794888,0.5351073145866394,0.5364577770233154
14,0.6883355503685407,0.6882817848008119,0.5347347855567932,0.5355918407440186
15,0.6882166891164003,0.688593094564623,0.5355597138404846,0.5362672805786133
16,0.6881104864316226,0.6885275223591366,0.5367394089698792,0.5353666543960571
17,0.6879325214759539,0.6881636963878688,0.5367216467857361,0.5355744957923889
18,0.6879460508082804,0.6880129299477977,0.5364023447036743,0.5370120406150818
19,0.6877877218177265,0.6879961036860317,0.5375111103057861,0.5372025370597839
20,0.6876691706387397,0.6883257066168301,0.538078784942627,0.5366309881210327
21,0.6875172157944867,0.6881080725669629,0.5381408333778381,0.5356783866882324
22,0.6876068786439562,0.6881743721683824,0.5377328395843506,0.5346218943595886
23,0.6874536862541687,0.6879790634058284,0.5388327240943909,0.5374276638031006
24,0.6873227877017981,0.6879018154042376,0.5386641621589661,0.5376701354980469
25,0.6872615779738319,0.6883916351928078,0.5386021137237549,0.536873459815979
26,0.6870797023042331,0.6880181174699614,0.5402607917785645,0.5359728336334229
27,0.6872990553273743,0.6888174524226812,0.5400213003158569,0.5354359149932861
28,0.6869807311083084,0.688112253652446,0.5393117070198059,0.535314679145813
29,0.6868137500927722,0.6884036519735636,0.5410147309303284,0.5357477068901062
30,0.6867303389743307,0.688220436351119,0.5395511984825134,0.5376355051994324
31,0.6866947128097279,0.6880253188854285,0.5408018231391907,0.5367002487182617
32,0.6864737390393333,0.688095303738244,0.5417952537536621,0.5360074639320374
33,0.6862422142761363,0.6885725556348523,0.5407752394676208,0.5344833731651306
34,0.6862133784075884,0.6880633632445253,0.5421766638755798,0.5358515977859497
