epochs,train loss,val loss,train acc,val acc
0,0.6914034034558629,0.6905684196543128,0.524753212928772,0.5243310332298279
1,0.6905814404404804,0.6910279662230352,0.5304679870605469,0.5203129053115845
2,0.6902984539322011,0.6909043634612885,0.5293987393379211,0.5197083950042725
3,0.6899988190227051,0.6912489032849215,0.5304679870605469,0.5174859762191772
4,0.689631698235749,0.6907325862842048,0.5318689942359924,0.5220908522605896
5,0.6893490016965315,0.690494419245288,0.5316754579544067,0.5222864151000977
6,0.6890755958480257,0.6909314521218058,0.5322284698486328,0.5194773077964783
7,0.6889014564394602,0.6904094356665644,0.5338783860206604,0.5216286182403564
8,0.6889449534831894,0.6916508351403222,0.5337493419647217,0.5172193050384521
9,0.6883510646668787,0.6903644479203832,0.5350674390792847,0.5229797959327698
10,0.6884484176274634,0.6909912466102096,0.5349844694137573,0.5196372866630554
11,0.6882368118690824,0.6908657750465338,0.5350121259689331,0.5204729437828064
12,0.688213499149839,0.6901714995443816,0.5364776849746704,0.5247577428817749
13,0.6879986728062126,0.6909828914420977,0.5370215177536011,0.5201351046562195
14,0.6878804541873815,0.6902368391807455,0.5362749099731445,0.5257178544998169
15,0.6877046704425251,0.6917412832584664,0.5376943945884705,0.5188550353050232
16,0.6875618605067784,0.6905873286532279,0.5379432439804077,0.5238332152366638
17,0.68739667868999,0.6906696595587363,0.5374270677566528,0.5241532325744629
18,0.687172922106323,0.6910820954131469,0.5396484732627869,0.5211840867996216
19,0.6870943556072238,0.6912788656682203,0.5395009517669678,0.5212551951408386
20,0.6870710136408239,0.6903708004709858,0.5404964685440063,0.5242244005203247
21,0.6870804500503358,0.6915998997142744,0.540413498878479,0.5201529264450073
22,0.6869727053873986,0.6904404446987356,0.5400447845458984,0.5239399075508118
