epochs,train loss,val loss,train acc,val acc
0,0.6911096534286018,0.6896265926984955,0.5261120796203613,0.5331739783287048
1,0.6900296253931114,0.6886000533398285,0.5302523970603943,0.5357085466384888
2,0.6896965513651641,0.6882567408913357,0.5322368741035461,0.5373929142951965
3,0.6893950054913507,0.6880561129535647,0.5338456630706787,0.5365908145904541
4,0.689033420182012,0.6883784233596305,0.5344254374504089,0.5372485518455505
5,0.6889318085245997,0.6879248594047513,0.5345070958137512,0.5372004508972168
6,0.6887584207356879,0.687762598127185,0.5352339148521423,0.5375533103942871
7,0.688462825319637,0.6881701667214951,0.5358872413635254,0.5361897945404053
8,0.6883351739635357,0.6882268002729389,0.5368590354919434,0.5346819162368774
9,0.688211505616889,0.6903401531407929,0.537463366985321,0.5270140171051025
10,0.6881180142423311,0.6880449910718295,0.5372510552406311,0.5364624857902527
11,0.6880417317542644,0.687923043638333,0.5381901860237122,0.5364304184913635
12,0.6880363661753233,0.6876857422681626,0.5396519303321838,0.5385800004005432
13,0.6877810949070252,0.6884201693540205,0.5379778146743774,0.5354037880897522
14,0.6876881236411967,0.6875585323922302,0.5377165079116821,0.5378100275993347
15,0.6875826499831535,0.6884957826964806,0.538647472858429,0.5335268974304199
16,0.6874802030770385,0.6878335515028274,0.5395212769508362,0.5368314385414124
17,0.6874332012430662,0.6896174431684757,0.5400276184082031,0.529708981513977
18,0.6872088268082726,0.6876859569359095,0.5412525534629822,0.5362539887428284
19,0.687278774710777,0.689801568806223,0.5401582717895508,0.5301581621170044
20,0.6872915477238399,0.6878481087378203,0.5394886136054993,0.536767303943634
21,0.6871539163579548,0.6880640136908359,0.5414403676986694,0.5356122851371765
22,0.6869351633509013,0.6884202598232734,0.5415383577346802,0.5347139835357666
23,0.6869398470971567,0.6881683246035094,0.539227306842804,0.5366710424423218
24,0.6868075552678315,0.6877138815599585,0.54095858335495,0.5389489531517029
