epochs,train loss,val loss,train acc,val acc
0,0.6908089706741936,0.69092139952288,0.5288829803466797,0.5295253396034241
1,0.6895616918940304,0.6904990242051504,0.5320820212364197,0.529225766658783
2,0.6893548228564395,0.6906721558855612,0.5340314507484436,0.5295585989952087
3,0.6892099546382728,0.6904787335198361,0.5341147780418396,0.5312895178794861
4,0.6890678261025458,0.6905935675959304,0.5350728034973145,0.5291258692741394
5,0.6887324777763827,0.6898183099130413,0.5349478721618652,0.5326542854309082
6,0.6884707808037736,0.6898801669832568,0.53554767370224,0.5304074287414551
7,0.6883060984138949,0.6898438647467782,0.5360808372497559,0.5308068990707397
8,0.6880384021302074,0.6896772686099174,0.5357892513275146,0.5332201719284058
9,0.6879509489516185,0.6900292139468883,0.5367556214332581,0.5335696935653687
10,0.6878232722908627,0.6898544805717011,0.5374137759208679,0.5328872799873352
11,0.687715546964602,0.6894923390152372,0.5367306470870972,0.5344184637069702
12,0.6875850816132756,0.689754420388325,0.538363516330719,0.533819317817688
13,0.687410214460219,0.6899570193932588,0.5382301807403564,0.5319885611534119
14,0.687276481426109,0.689605033637347,0.5397964119911194,0.5330536961555481
15,0.6871560647060284,0.6898152817185269,0.538788378238678,0.5273450613021851
16,0.6872027639451453,0.6894552833143051,0.5389799475669861,0.5339358448982239
17,0.687032101284147,0.6895248463433034,0.5387716889381409,0.5330038070678711
18,0.6869137630319956,0.6906810923761045,0.5387133955955505,0.5324212908744812
19,0.6866766830160258,0.6898077478715785,0.540079653263092,0.5321549773216248
20,0.6867737652575459,0.6899317991605779,0.540587842464447,0.5306071639060974
21,0.6867023307403429,0.6894043871894688,0.5406544804573059,0.5348678231239319
22,0.6864706431561292,0.6897561786678087,0.540162980556488,0.5332368016242981
23,0.6863801909198549,0.6904470198767598,0.540971040725708,0.5311397314071655
24,0.6863159857177143,0.6911460854949872,0.541904091835022,0.5319552421569824
25,0.6863109069189294,0.6896864746764643,0.5421789884567261,0.53270423412323
26,0.6863819190354599,0.6898838157708092,0.5402795672416687,0.5303242206573486
27,0.6860312198547042,0.6902945150818586,0.5419207811355591,0.5339691042900085
28,0.686078112446927,0.6904243916584611,0.5420207381248474,0.5307902097702026
29,0.6859214233857145,0.6908673203370042,0.5431703925132751,0.5308734178543091
30,0.6859064101000979,0.6897917399908952,0.5421956777572632,0.5341688394546509
31,0.6859576256210267,0.6897115205037563,0.5431037545204163,0.5336195826530457
