epochs,train loss,val loss,train acc,val acc
0,0.6915436864470458,0.6917602295005587,0.5257635116577148,0.5268949270248413
1,0.6907825604425969,0.6924053873631848,0.5297591686248779,0.5227648615837097
2,0.6902711585033465,0.6921707974136322,0.5322384834289551,0.5238115191459656
3,0.6899566263131259,0.6914011620146232,0.5316849946975708,0.5266403555870056
4,0.6892456204052514,0.6915263536121381,0.5333530306816101,0.5245470404624939
5,0.688946257654068,0.6909929404815007,0.5340884923934937,0.5283093452453613
6,0.6885571143803814,0.6908468962090013,0.5356048941612244,0.5279698967933655
7,0.6885073634934838,0.6909589412750206,0.5345661640167236,0.5279840230941772
8,0.6884255219723513,0.6909982430489943,0.5351120829582214,0.5285356640815735
9,0.6881078631675511,0.6905316422426407,0.5360749959945679,0.531350314617157
10,0.687864627288383,0.6911183000571981,0.5368483066558838,0.5285922288894653
11,0.6876742906137026,0.6909460044485837,0.5370227098464966,0.5297520756721497
12,0.6875538350496525,0.6907191743955381,0.5382888913154602,0.5304168462753296
13,0.6872684627484861,0.6905122314603377,0.5374321341514587,0.5308835506439209
14,0.6872246675863282,0.6911469975560982,0.5386528372764587,0.5292004346847534
15,0.6870846375626436,0.6928409340737357,0.5372350215911865,0.5247874855995178
16,0.686956082966895,0.6927464774370824,0.538357138633728,0.5233871936798096
17,0.6865542384735993,0.6923862500029948,0.540813684463501,0.5303744077682495
18,0.6866909275153125,0.6926089550042239,0.5383799076080322,0.5301056504249573
19,0.6863029644020231,0.6921379332388916,0.5407682061195374,0.5295398831367493
20,0.6862504491361919,0.6921364048996214,0.540533185005188,0.5246460437774658
21,0.6862333469723049,0.6914561626231697,0.5422315001487732,0.5296530723571777
22,0.6860406882634997,0.6916027677918919,0.5410639047622681,0.5280689001083374
23,0.6857934342055254,0.6920819185774619,0.5425878763198853,0.5245611667633057
