epochs,train loss,val loss,train acc,val acc
0,0.6927105330105139,0.690707731222998,0.5126246809959412,0.5310433506965637
1,0.6915851764914067,0.690962429749279,0.5180281400680542,0.5217976570129395
2,0.6915684402536032,0.6903928592075902,0.5192896127700806,0.5288782119750977
3,0.6912635616690833,0.6907401897916697,0.5216238498687744,0.5305947065353394
4,0.6911133586202344,0.6900484615657008,0.5207894444465637,0.5331109762191772
5,0.6909446390352724,0.6903185445952588,0.5208192467689514,0.5327403545379639
6,0.6907311982030337,0.6898973749059553,0.5238587260246277,0.5314334630966187
7,0.69064815429516,0.6902742056758072,0.5233819484710693,0.5280394554138184
8,0.6904069603548046,0.6901330717035432,0.5248420834541321,0.5333060026168823
9,0.6901856766013632,0.6894818205655041,0.5256267786026001,0.5356467366218567
10,0.6902433992772579,0.6896268033059588,0.5259247422218323,0.5334230661392212
11,0.6900263306940074,0.689301374380995,0.5255572199821472,0.5343008041381836
12,0.689845275493367,0.689713366840792,0.5271862149238586,0.5309458374977112
13,0.6897603743830067,0.6899507993953471,0.5282589793205261,0.5334035754203796
14,0.689465867797649,0.6890065936709537,0.5311494469642639,0.5364074110984802
15,0.689580896511337,0.6893735426668887,0.5294210910797119,0.5358222723007202
16,0.689381334685404,0.6893654337623087,0.530066728591919,0.5331695079803467
17,0.6892268629597748,0.6893718788617159,0.5301064848899841,0.5348665118217468
18,0.6889778655425712,0.6892845758232966,0.5322420597076416,0.5349445343017578
19,0.6891925929153372,0.6895421862237168,0.5328777432441711,0.5353346467018127
20,0.6888715013464395,0.6896586661409309,0.533086359500885,0.5299315452575684
21,0.6885557006494692,0.6895472744690249,0.5331956148147583,0.5314919948577881
22,0.6886820700011458,0.6900137673188491,0.5336028337478638,0.5342227816581726
23,0.6884084961767575,0.6899114184820262,0.5357483625411987,0.5347689390182495
24,0.6882849777785419,0.6895711524522304,0.534566342830658,0.5343788266181946
