0.00091221	0.00000000
0.01350275	0.01264012
0.02606589	0.02568805
0.05254939	0.05015290
0.07176061	0.07074416
0.08612192	0.08297658
0.09721826	0.09520900
0.10595036	0.10662591
0.11266984	0.11274207
0.11678798	0.11518860
0.11822790	0.11641181
0.11812279	0.11518860
0.11731011	0.11518860
0.11518376	0.11600411
0.11217747	0.11763501
0.11353178	0.10948014
0.12438412	0.12579000
0.14324166	0.14373088
0.16525272	0.16534150
0.18631917	0.18858314
0.20323214	0.21467888
0.21344675	0.21590209
0.21595536	0.21427119
0.21173540	0.20693171
0.20311749	0.19551480
0.19266351	0.18572891
0.18227471	0.17879713
0.17286985	0.17431188
0.16455676	0.16534150
0.15699740	0.15718651
0.14971322	0.15514779
0.14223017	0.14658511
0.13407783	0.13720691
0.12468880	0.13312948
0.11326472	0.11070335
0.09877147	0.08909273
0.08042721	0.07115185
0.05899380	0.04954123
0.03794987	0.02487254
0.02215937	0.02405703
0.01438004	0.01834857
0.01380834	0.01406729
0.01759605	0.01304793
0.02269131	0.01732922
0.02678414	0.01855254
0.02861650	0.02059126
0.02794072	0.02405703
0.02526242	0.02833843
0.02149905	0.02629972
0.01767595	0.02385318
0.01470621	0.02181447
0.01324351	0.01753318
0.01358898	0.01264012
0.01566568	0.01039755
0.01908963	0.01692152
0.02332789	0.02181447
0.02788289	0.02813458
0.03241624	0.03710496
0.03677417	0.04668701
0.04094003	0.04872584
0.04496212	0.05280328
0.04889610	0.05402648
0.05276842	0.05565751
0.05655599	0.05891943
0.06017414	0.06218147
0.06347130	0.07930684
0.06623419	0.08542299
0.06820720	0.08419979
0.06913140	0.07889903
0.06879906	0.07482159
0.06710969	0.05851173
0.06410986	0.05198777
0.06000078	0.04791033
0.05510646	0.04709482
0.04981215	0.04587162
0.04449323	0.04220188
0.03945492	0.03893983
0.03489454	0.03893983
0.03088911	0.03975534
0.02740383	0.03690112
0.02431266	0.03649342
0.02142374	0.03302753
0.01850718	0.02446485
0.01532182	0.01182473
0.01164003	0.00224257
0.00727262	-0.00998980
0.00209083	-0.01569825
-0.00395320	-0.01630992
-0.01081109	-0.01590216
-0.01832770	-0.01794088
-0.02623564	-0.01896024
-0.03415863	-0.02568805
-0.04163346	-0.03893983
-0.04815963	-0.05076450
-0.05327332	-0.05341488
-0.05662487	-0.06136596
-0.05802524	-0.06156981
-0.05743972	-0.05891949
-0.05493941	-0.05749238
-0.05063494	-0.05647296
-0.04461849	-0.04852194
-0.03692690	-0.04383284
-0.02752771	-0.03282362
-0.01632807	-0.01264018
-0.00321097	0.00835884
0.01189582	0.03302753
0.02891606	0.05626917
0.04749914	0.07400608
0.06690905	0.08705401
0.08598749	0.10173297
0.10325867	0.10825694
0.11719409	0.11967385
0.12658200	0.13190627
0.13086481	0.14006114
0.13031062	0.13965344
0.12591486	0.13027525
0.11903772	0.12008154
0.11091094	0.10948014
0.10224780	0.09806323
0.09313724	0.08297658
0.08322470	0.07726812
0.07205994	0.06911314
0.05946447	0.05300713
0.04577851	0.03323138
0.03187932	0.01814473
0.01894073	0.01019371
0.00805371	0.00081551
-0.00009713	-0.00285423
-0.00536322	0.00040770
-0.00806533	-0.00081551
-0.00883263	-0.00693172
-0.00846006	-0.01182467
-0.00784340	-0.01325178
-0.00797723	-0.01732928
-0.00992968	-0.02181447
-0.01469695	-0.03017330
-0.02290836	-0.04403669
-0.03449005	-0.06055045
-0.04850469	-0.06952089
-0.06336770	-0.07461774
-0.07741167	-0.07951069
-0.08946321	-0.08134556
-0.09905674	-0.09194702
-0.10624908	-0.10927624
-0.11130119	-0.12497449
-0.11446081	-0.13272172
-0.11590742	-0.13679916
-0.11579429	-0.12721711
-0.11431301	-0.11885834
-0.11173172	-0.10968399
-0.10839170	-0.10479105
-0.10467497	-0.09765548
-0.10096247	-0.09276247
-0.09759843	-0.08644241
-0.09487033	-0.08073395
-0.09299574	-0.07747197
-0.09210242	-0.08379203
-0.09219082	-0.08909279
-0.09309506	-0.09459734
-0.09447563	-0.10173291
-0.09587908	-0.10621816
-0.09685715	-0.10010195
-0.09708861	-0.09602445
-0.09644147	-0.09398574
-0.09494930	-0.09051991
-0.09274149	-0.08848113
-0.08997621	-0.09133536
-0.08680423	-0.09255862
-0.08334279	-0.08644241
-0.07964595	-0.07787973
-0.07569934	-0.07054025
-0.07148197	-0.06238532
-0.06708239	-0.05545360
-0.06279172	-0.05300713
-0.05911048	-0.05463815
-0.05665663	-0.05484200
-0.05600694	-0.05912334
-0.05751749	-0.06218147
-0.06119104	-0.06462795
-0.06665313	-0.06992865
-0.07325036	-0.07543325
-0.08021470	-0.07747197
-0.08681329	-0.08297658
-0.09243910	-0.09296638
-0.09664381	-0.09949034
-0.09914203	-0.10519880
-0.09981149	-0.11213046
-0.09870063	-0.11172271
-0.09604435	-0.10214067
-0.09227206	-0.09398574
-0.08798754	-0.08746177
-0.08390402	-0.07869524
-0.08073484	-0.07584095
-0.07906170	-0.07767582
-0.07922399	-0.08379203
-0.08125907	-0.08623850
-0.08489050	-0.09357798
-0.08950883	-0.09806323
-0.09410699	-0.10193682
-0.09748123	-0.10091746
-0.09934931	-0.10132515
-0.10088155	-0.09785932
-0.10214351	-0.09276247
-0.10160048	-0.08990824
-0.09889234	-0.08583081
-0.09483435	-0.08358818
-0.09012867	-0.07930684
-0.08523130	-0.07951069
-0.08069556	-0.07808357
-0.07724057	-0.07482159
-0.07554688	-0.07461774
-0.07601203	-0.07543325
-0.07861544	-0.07461774
-0.08292434	-0.08195716
-0.08821559	-0.08786952
-0.09365898	-0.09194702
-0.09849674	-0.09704381
-0.10217001	-0.10234457
-0.10436352	-0.09989804
-0.10498969	-0.09969419
-0.10414791	-0.09785932
-0.10210378	-0.09745157
