,TRAIN_MSE,DEV_MSE,TEST1_MSE,TEST2_MSE,TRAIN_MAE,DEV_MAE,TEST1_MAE,TEST2_MAE
0,0.16646513703032095,0.2082884658084353,0.21286060317570726,0.2228912506540883,0.3276829146896166,0.36606040878903945,0.3708703090733863,0.3785645438755385
1,0.12750068051129645,0.1459058289293208,0.1548803431065024,0.1602717954989781,0.2925651495632709,0.3100483853374285,0.3215485687309197,0.3239035742938919
2,0.10449221176255737,0.13303185308326276,0.13629656622553832,0.14576222866600258,0.2625091838852671,0.29217900241141354,0.2977988289794666,0.30464509237746
3,0.09568013035471007,0.11974576999877125,0.12178638684136225,0.12899689839616985,0.2454544836520082,0.27379984778845873,0.27741337149361905,0.28253631085624104
4,0.08996393840844999,0.10887497231857622,0.1116603534840364,0.11839412108630408,0.2389201313897268,0.26074636262881945,0.2655684853277484,0.2705141779784388
5,0.08997805420664333,0.10147247471235342,0.1065480789599536,0.11097952710862127,0.2400450279267309,0.2515544172962773,0.25978147321099404,0.2612727976122692
6,0.09782018282189467,0.10027262133066553,0.10915883836676878,0.11073996495400501,0.2532566745129208,0.2494233062754008,0.2628463980276846,0.2589884691601098
7,0.08488546892347218,0.10277141368029101,0.10372068961328043,0.11145117678044893,0.23035317696367602,0.2519682979805091,0.2543558939996715,0.2620298442829909
8,0.08400332540440346,0.0996349010778887,0.101112083590004,0.10776699352957793,0.2276673452019425,0.2467670914316071,0.2498609998818212,0.256048743780294
9,0.08730921901205775,0.09279712051699893,0.09840874161922958,0.10094049273934674,0.23672906824726386,0.23927226998555315,0.24886412315667344,0.24822553393718114
10,0.08507731237174147,0.1096925018719112,0.10682157389669612,0.1178549587811933,0.2272869741279273,0.26035832001965586,0.25672096002341915,0.27044637598234
11,0.08417847979742142,0.10744537741685874,0.10473385160641382,0.11471479405812768,0.22426338020000414,0.2565905768268594,0.25283023614478056,0.2654282088215719
12,0.08228774983877571,0.09653583357418144,0.09785322051613657,0.10441943944220576,0.2259545030023161,0.2437884748483397,0.24661378182500798,0.2537720219859608
13,0.08517753541562914,0.08997047004470356,0.09491060804307327,0.09720547400331604,0.2315993225435816,0.2337553521033368,0.2425412806083159,0.2422768916950397
14,0.08128255464153268,0.09567630609403252,0.09624011251990428,0.1031975317249362,0.2243366595626677,0.24259894314708325,0.24434007568274035,0.2525927961827391
15,0.0861958876440189,0.11492133137323712,0.10922100300570196,0.12242015042134312,0.2263153172587388,0.2669685762608611,0.2581917840901104,0.2762552423434503
16,0.08171542041800432,0.10109681601579024,0.09950178235782606,0.10873088001191483,0.22220572621817025,0.2493360903705793,0.2472063491877827,0.25944772812770783
17,0.08156705763742694,0.08888383591241751,0.09211224186153752,0.09566427921555452,0.22500031654893413,0.2324021068422053,0.2384524039411438,0.2413611566348364
18,0.08156728816632458,0.08800359453394242,0.09139963108181154,0.09467973873359244,0.2247261245229367,0.2303331457107126,0.23670843251119525,0.2390789208636188
19,0.07998394582202238,0.09158420433474067,0.0929948398770902,0.09842100261388476,0.2217507845651384,0.23643375757369955,0.2393446561180772,0.24572687098270565
20,0.08402739785594962,0.08652104480304575,0.09139197046618068,0.09295836906971816,0.2303817572241661,0.228672443672448,0.237553944157274,0.2367948608521113
21,0.08082054499145055,0.10090986771358207,0.09856938970568996,0.10827754839848083,0.22147202033484545,0.2498177208580427,0.2462339540525304,0.2597702247952455
22,0.08182693470177768,0.10473812431563734,0.10127814213781547,0.11262665880313122,0.2218055674832406,0.25482382611460336,0.2491832831407287,0.2651568530123239
23,0.078938683715176,0.09266753587520096,0.09285866119157547,0.09916755776650688,0.2182496365087411,0.23740760315851345,0.2379943812922877,0.2461915178453629
