,TRAIN_MSE,DEV_MSE,TEST1_MSE,TEST2_MSE,TRAIN_MAE,DEV_MAE,TEST1_MAE,TEST2_MAE
0,0.11888220447041845,0.1597375222044503,0.16347651035140293,0.1825999137965892,0.2728904304544398,0.3155272017255992,0.3199210388975122,0.3350405170805502
1,0.08790095662803991,0.11199767012357444,0.11452780573720099,0.12956950895684946,0.2344185106631627,0.2608481195397025,0.26500405536722016,0.2773693145148173
2,0.08445478150735232,0.09551376378379546,0.0996748743865314,0.1116280148696046,0.2316596044750021,0.2378183551210685,0.2458891642504357,0.2526214196921995
3,0.08560793689820058,0.11278851835359666,0.11100345075183801,0.13105294708757592,0.2293968102113245,0.26274267720029393,0.2605456324370382,0.2820793333234936
4,0.08584050471610671,0.11706441234428876,0.11314792230065238,0.1326532350413218,0.2240509817453572,0.2678465034692346,0.26153421093313484,0.2847900775028289
5,0.07765743084528569,0.0925743202287412,0.0928946544740024,0.1043819299330914,0.2170787764974355,0.2348658820297361,0.2367998254021809,0.2493209506089256
6,0.078227396496257,0.09870555076616457,0.09745120616487207,0.11103146837195027,0.21503896548363988,0.24420007257413545,0.2425460155282245,0.25991196306439857
7,0.07750182012043544,0.08469980428662878,0.08664800584796291,0.09256658558477493,0.2168324695590892,0.22066434649079705,0.226418795367482,0.23051308379290625
8,0.07375623049765359,0.0829308105521154,0.08409907171216854,0.09136258531816854,0.21193159550815088,0.2211419784117332,0.2247392781463512,0.2331946746604288
9,0.07847900931773838,0.07877233859688311,0.08273996959343319,0.08584870590966287,0.2220362891681509,0.21442972249046,0.22331775515938232,0.22359976038996807
10,0.06903519508215937,0.080980258555887,0.0814925609361672,0.0892319038212966,0.20163203680835315,0.21788063344392733,0.21957304931913715,0.2302643770046149
11,0.06645085572929724,0.08241507911428776,0.08172596296328026,0.0911105087851518,0.19680909878215533,0.2215988571679832,0.2201520357692001,0.2342527930901888
12,0.06278856459833365,0.07498987273630213,0.07565336856972718,0.08307439084741093,0.1891582511596765,0.20715847514566427,0.20870793572688265,0.21931958058963152
13,0.05933112144850245,0.07129757550338771,0.07224413670229432,0.08045270077467498,0.1827892290055085,0.20288922740415705,0.20404907333984204,0.21702069213139666
14,0.05747869904822685,0.06492464265592346,0.06715736407494917,0.07350355824648132,0.17860494970501936,0.1893541499662986,0.19405632257674896,0.2034316107650732
15,0.05632005420653879,0.07026053855119803,0.07092561866613042,0.08029018599034955,0.1761289732778899,0.2039757621297633,0.2030615542300329,0.2190913110638092
16,0.055471359608124035,0.0589938067552369,0.06185445530155895,0.06688643806879419,0.174709230329233,0.17555092047418258,0.18240876482023755,0.1887105629172101
17,0.0525540451777128,0.057919517779743634,0.06035278098068515,0.06658203350004199,0.1670993371123169,0.17390879111515328,0.17944976935504,0.1891226950699851
18,0.052272990900698126,0.05622631607097167,0.058447141654406086,0.0637838721456677,0.1661981355407894,0.1684548650120929,0.1742569355975328,0.18189529178606584
19,0.052719087858294746,0.06459079080866753,0.06492335131091026,0.07461169293596172,0.16950578475358502,0.1952394813493861,0.19325830841064454,0.21078551915561325
20,0.04925086239166975,0.05722713694398101,0.058012273179204675,0.06552072463779643,0.1599726276305698,0.17536867908716736,0.17626868215663322,0.1899003553817203
21,0.04801969545986295,0.05427848077356874,0.055702603359750455,0.06278275401880277,0.1571593576989718,0.16683324500721705,0.17035121758885566,0.1825515409414667
22,0.04711735835889775,0.053635055028793864,0.05431214898237978,0.06128243664887127,0.15561520566582945,0.16649875994180005,0.16814303905451858,0.1805145566972844
23,0.048163352015159484,0.058862838831586425,0.058818793709646135,0.06845939856314286,0.1573713868039033,0.17774903790896104,0.1774216281010267,0.19425443499466985
24,0.046313362422088784,0.054224989873067515,0.05454014163155951,0.062231038654943976,0.1528299156518057,0.16706887051049762,0.16808307278289625,0.18148893878150574
25,0.04550546437550245,0.05096317873568164,0.05167878540156939,0.05879253593933929,0.15138205207394273,0.15807829833267387,0.16104769674296882,0.17286218760104255
26,0.04566036451757954,0.0547893030775661,0.05400742521808718,0.0625242411451585,0.15211697183426062,0.1694166928889434,0.1675459704505784,0.18311207505600569
27,0.045542583486361116,0.048730995962246254,0.04979863401614047,0.05503792903067282,0.15258979950375204,0.15411736812310864,0.1581257332659408,0.1656616766567465
28,0.044332078993970514,0.05097741600828583,0.051260180342650785,0.05878575503692798,0.14826403121126844,0.1600270439826402,0.1610233307471478,0.17433378360415466
29,0.04419685664971336,0.049319461352125185,0.049874214435183764,0.05632217287397225,0.1486208719653838,0.1552445151221832,0.15770446034432525,0.16815544191756238
30,0.04512721143599591,0.04715278408238018,0.04838853886703517,0.0530963937801536,0.15033802553631315,0.1492963091993092,0.1533559669541566,0.16058093938118126
31,0.04325547236412497,0.04917973663941468,0.04959504890495232,0.0565912542894516,0.14685065926521418,0.1562246393944393,0.1578502711863059,0.1701498929240826
32,0.044680607561063714,0.04639021038825747,0.04758236546844444,0.052408525827480366,0.15084404147458022,0.14834064859831894,0.15281999379596453,0.1595272934164777
