epochs,train loss,val loss,train acc,val acc
0,0.6929419474526809,0.6921348458947404,0.5136218070983887,0.5173694491386414
1,0.6917039420212272,0.6920409588610872,0.5236248970031738,0.517962634563446
2,0.6913986223802969,0.6922137225189184,0.5226685404777527,0.5169826149940491
3,0.6913781183824942,0.6919721386142118,0.5236119627952576,0.5205673575401306
4,0.691206652828245,0.6918409259483785,0.5252016186714172,0.52175372838974
5,0.6908801107785246,0.6918300180432106,0.5267137289047241,0.5212379097938538
6,0.6909240520227241,0.6914779135521422,0.527140200138092,0.5222179293632507
7,0.6906913818654391,0.6916430563822168,0.5275796055793762,0.5208510756492615
8,0.690356108795226,0.6915918203433201,0.5267783403396606,0.5210316181182861
9,0.69011949994921,0.6913371129638529,0.5283291935920715,0.5226821303367615
10,0.6900713897816301,0.6911391979705742,0.528872013092041,0.5271179676055908
11,0.6897032313646612,0.6908569656319191,0.530733048915863,0.5255448222160339
12,0.6896804039689309,0.6908295334131006,0.5304358005523682,0.5260090231895447
13,0.689590008915506,0.6910206802148038,0.5313662886619568,0.5236879587173462
14,0.6895330206632022,0.6906686541220974,0.5319091081619263,0.5265248417854309
15,0.6894259482400293,0.6909176119675873,0.5314567685127258,0.5255448222160339
16,0.689333556406354,0.6914571290781696,0.5317798852920532,0.5237653255462646
17,0.6891446061820605,0.6911827745366911,0.5337701439857483,0.5252611041069031
18,0.6889964701026998,0.6914819687662549,0.534842848777771,0.5270148515701294
19,0.6888232028513925,0.6914685601222753,0.5358121395111084,0.5284848213195801
20,0.6888103347558242,0.6919998445639989,0.5361223220825195,0.5278400778770447
21,0.6886440308454906,0.6903668452615818,0.5353339314460754,0.5275306105613708
22,0.6885111914181926,0.6910400509173297,0.5354114770889282,0.5283300876617432
23,0.6884132865739322,0.6908953654297239,0.5375826954841614,0.526370108127594
24,0.688263138628282,0.6918697825975375,0.5372725129127502,0.5266279578208923
25,0.6883495763079799,0.6907320286226918,0.5360835194587708,0.5275564193725586
26,0.6879259684639987,0.6907478304527254,0.5364195704460144,0.5281753540039062
27,0.6879955103714867,0.6923086082820044,0.5380092263221741,0.5246937274932861
28,0.6880336421102015,0.6911519533768536,0.5370657444000244,0.5270922183990479
29,0.6877842546988362,0.6946145288195632,0.5381255149841309,0.5159252285957336
30,0.6876001312675508,0.6911117973010975,0.5396246910095215,0.5285621881484985
31,0.6876702692214864,0.6910080677105641,0.5382806062698364,0.5275822281837463
32,0.6872738749651597,0.6910887472511184,0.5407490730285645,0.5252611041069031
33,0.6872482579833126,0.6907114165540974,0.5387716889381409,0.5280722379684448
34,0.6875662160274705,0.6910203506222546,0.5384873747825623,0.5279690623283386
35,0.6871045552274232,0.6924047992738273,0.541511595249176,0.5247969031333923
36,0.6874569346827846,0.6910795306467687,0.5399090051651001,0.5280722379684448
37,0.686762410219885,0.690843859014013,0.542803943157196,0.5285621881484985
38,0.6869697471706211,0.6914351122337798,0.5403096675872803,0.5273500680923462
39,0.6874761846659103,0.6916219153302781,0.5414857268333435,0.5246163606643677
40,0.6868539037933223,0.6913730413432585,0.542119026184082,0.5224758386611938
41,0.6866025401601326,0.6920888292443591,0.5419251322746277,0.5279690623283386
42,0.6864544865116785,0.6914321530042042,0.5430883169174194,0.5266537666320801
43,0.6863166757414813,0.6915239371829153,0.5440058708190918,0.5280722379684448
44,0.6863346360161642,0.6911375245734387,0.543928325176239,0.5271695852279663
45,0.6866365450783344,0.6910059075183365,0.5424033403396606,0.5270922183990479
46,0.6864020745551123,0.6913950102103287,0.54155033826828,0.5281496047973633
47,0.6863528083828089,0.6911243885720952,0.5446262359619141,0.5261379480361938
48,0.6860864857093079,0.6912040445944481,0.5430237054824829,0.5279690623283386
49,0.6859532544393989,0.6994100570217553,0.5463451147079468,0.520799458026886
50,0.6860284005639177,0.6913956786001366,0.5448976159095764,0.5259316563606262
51,0.6893653981048672,0.6963207167998042,0.5379704236984253,0.5128562450408936
52,0.6864352904636077,0.6913240817729156,0.5430753827095032,0.5246421694755554
53,0.6861219737429181,0.691425876365332,0.5446521043777466,0.5268343091011047
54,0.6858047401737437,0.690992561585668,0.543980062007904,0.5269632339477539
55,0.6861558131583966,0.6915971826138918,0.5432562828063965,0.5252353549003601
