0.00152658	0.00000000
-0.00052397	-0.00133067
-0.00331069	-0.00199598
0.00733523	0.00432467
0.01027052	0.01131070
0.01555540	0.01164341
0.02008911	0.02062547
0.02471186	0.02395213
0.03011985	0.02927482
0.03666960	0.03293419
0.04432414	0.04191613
0.05284114	0.04491019
0.06184448	0.06121087
0.07081731	0.07185626
0.07912169	0.08017302
0.08621971	0.08416498
0.09215696	0.09148371
0.09793536	0.09148371
0.10510968	0.10013306
0.11465512	0.11510313
0.12603338	0.12940788
0.13726325	0.13739192
0.14601977	0.14471054
0.15100996	0.15003324
0.15265791	0.14970064
0.15271010	0.15036595
0.15304907	0.15369260
0.15439107	0.15735197
0.15580575	0.15635395
0.15548570	0.15236199
0.15205269	0.14970064
0.14529167	0.14005327
0.13588159	0.13273454
0.12462683	0.12475049
0.11198558	0.10844982
0.09819125	0.09115100
0.08369260	0.07950771
0.06947593	0.06786430
0.05697732	0.05089819
0.04753415	0.04723883
0.04162894	0.04291415
0.03838982	0.03892219
0.03578968	0.03093815
0.03160687	0.02328670
0.02464740	0.01663339
0.01542016	0.01197600
0.00581263	0.00632071
-0.00194903	0.00365937
-0.00633733	0.00299406
-0.00696055	-0.00199598
-0.00434293	-0.00665337
0.00057320	-0.00898206
0.00683592	-0.00964737
0.01368056	0.00465739
0.02055459	0.02195609
0.02706306	0.03692615
0.03290804	0.04424489
0.03785969	0.05355954
0.04175694	0.04524291
0.04452725	0.04258156
0.04620387	0.04025280
0.04692598	0.04291415
0.04690768	0.04491019
0.04637903	0.05123091
0.04550575	0.05089819
0.04431638	0.04790413
0.04266307	0.04524291
0.04023734	0.03892219
0.03664492	0.03193617
0.03153013	0.02428472
0.02472694	0.02095807
0.01639465	0.01729870
0.00707543	0.01131070
-0.00237945	0.00033271
-0.01101546	-0.01064539
-0.01803296	-0.01829672
-0.02298359	-0.02927476
-0.02583420	-0.03393215
-0.02690580	-0.03226882
-0.02674367	-0.02495009
-0.02597754	-0.01563537
-0.02520964	-0.00798404
-0.02493837	-0.01131070
-0.02551404	-0.01763141
-0.02711579	-0.02761143
-0.02974154	-0.04258150
-0.03321393	-0.05089819
-0.03720666	-0.04790419
-0.04129793	-0.04258150
-0.04504305	-0.04125082
-0.04804894	-0.04191619
-0.05002043	-0.04224885
-0.05075270	-0.04657352
-0.05004547	-0.05156356
-0.04753903	-0.04657352
-0.04260118	-0.03892213
-0.03467561	-0.02727878
-0.02413668	-0.01663339
-0.01238679	-0.00399202
-0.00123109	0.00432467
0.00784096	0.00964737
0.01452792	0.00931466
0.01956506	0.01064539
0.02386543	0.01796412
0.02792880	0.02761149
0.03176552	0.03825676
0.03516302	0.04823685
0.03802980	0.05655360
0.04057319	0.05655360
0.04318008	0.05422485
0.04610401	0.05256152
0.04924828	0.04757154
0.05223905	0.05089819
0.05468637	0.05555558
0.05637102	0.05954754
0.05723168	0.05921495
0.05722447	0.06154358
0.05620013	0.05755162
0.05389382	0.05389225
0.05004732	0.04357946
0.04460625	0.04125082
0.03785188	0.03725886
0.03037636	0.02794409
0.02297203	0.01696610
0.01643087	0.00998008
0.01117037	0.00266135
0.00711771	-0.00066531
0.00396063	-0.00133067
0.00131981	0.00066531
-0.00126310	0.00266135
-0.00436328	-0.00232869
-0.00859348	-0.00864935
-0.01434468	-0.01330674
-0.02140577	-0.01829672
-0.02871755	-0.02528274
-0.03472574	-0.03160346
-0.03840411	-0.04224885
-0.03998134	-0.05123085
-0.04061873	-0.05755156
-0.04161878	-0.06220889
-0.04385999	-0.06220889
-0.04756908	-0.05954754
-0.05239749	-0.05455756
-0.05772442	-0.05888224
-0.06296806	-0.06487024
-0.06770787	-0.07085830
-0.07164182	-0.07385230
-0.07451740	-0.07984030
-0.07611397	-0.08216900
-0.07626311	-0.07917500
-0.07487664	-0.07684630
-0.07198203	-0.07052559
-0.06777374	-0.06586826
-0.06264910	-0.05455756
-0.05716436	-0.04590821
-0.05189461	-0.04058552
-0.04726373	-0.03925484
-0.04343143	-0.03626078
-0.04026997	-0.03759146
-0.03741801	-0.03858948
-0.03438750	-0.03725880
-0.03070131	-0.03226882
-0.02602212	-0.02628076
-0.02023417	-0.01896209
-0.01346232	-0.00998002
-0.00603555	-0.00033265
0.00158373	0.00199604
0.00888154	0.00798404
0.01537131	0.01363933
0.02065699	0.01929474
0.02447735	0.02328670
0.02672626	0.03060544
0.02744827	0.03160346
0.02681653	0.03426480
0.02509339	0.03493011
0.02258571	0.03692615
0.01959823	0.03459752
0.01639174	0.03459752
0.01314913	0.02761149
0.00995378	0.02328670
0.00678496	0.01829672
0.00353806	0.01397204
0.00007323	0.00831676
-0.00371423	0.00299406
-0.00781987	-0.00299400
-0.01208311	-0.01164335
-0.01618983	-0.01763141
-0.01973112	-0.02129078
-0.02229686	-0.01829672
-0.02357355	-0.01996011
-0.02341807	-0.01996011
-0.02189192	-0.01696604
-0.01925449	-0.01530272
-0.01591797	-0.01397204
-0.01238000	-0.01097804
-0.00914956	-0.00964737
-0.00668223	-0.00931472
-0.00533396	-0.00931472
-0.00533183	-0.01164335
-0.00675879	-0.01530272
-0.00954836	-0.01663339
-0.01348671	-0.02029276
-0.01821880	-0.02594811
-0.02325760	-0.02894211
-0.02800637	-0.02994013
-0.03182821	-0.03093815
-0.03420539	-0.03226882
-0.03499730	-0.03093815
-0.03468442	-0.03326678
-0.03438094	-0.03526282
-0.03546701	-0.03925484
-0.03897560	-0.04125082
-0.04509677	-0.04590821
-0.05309974	-0.05089819
-0.06168608	-0.05921489
-0.06953973	-0.06852961
-0.07577234	-0.07751167
-0.08010107	-0.08516300
-0.08276189	-0.08948767
-0.08427700	-0.08782434
-0.08521309	-0.08682632
-0.08601900	-0.08616102
-0.08696915	-0.08582836
-0.08818834	-0.08815700
-0.08970772	-0.09347969
-0.09150874	-0.09514302
-0.09351823	-0.09946775
-0.09553885	-0.10212910
-0.09713227	-0.10179639
-0.09754749	-0.10113108
-0.09590957	-0.09281439
-0.09177388	-0.08017302
-0.08560765	-0.07085830
-0.07848458	-0.06453758
